,,,,,,,,,,
ただ君だけを、守りたいと願う　4章　スクリプト,,,,,,,,,,
No,キャラクター名,日本語,英語,中国語,LR,表情,type,補足コメント,,背景画像名
59,orend,・・・聞いてもなんも面白くねえぞ？,,,R,confuse,talk,,17,
60,volcus,かまわん。,,,L,normal,talk,,5,
61,orend,・・・傀儡師は、姿を持たない。,,,R,confuse,talk,,15,
62,volcus,ふむ。,,,L,normal,talk,,3,
63,orend,その時に取り憑いた傀儡が俺たちの姿であり、人形(ひとがた)にも道具にもなることができる。,,,R,confuse,talk,,44,
64,volcus,ふむ。,,,L,normal,talk,,3,
65,orend,中から傀儡を操ることもできれば、優れた術者は外からも操れる。,,,R,confuse,talk,,30,
,orend,だから、俺たちは姿を持たない。一つの場所にとどまることもない。会うこともない。,,,R,confuse,talk,,,
66,volcus,ふむ。して、なぜそなたがその見知らぬ傀儡師のため、ここへ来たのだ。,,,L,normal,talk,,33,
67,orend,・・・傀儡師がなぜ死んでいくか、魔王のあんたは知ってるか。,,,R,confuse,talk,,29,
68,volcus,ほう。聞かせてみよ。,,,L,normal,talk,,10,
69,orend,力の弱い傀儡師は、大人数でやりあう戦争にはめっぽう向いてねぇ。いいとこ、他の力の強い魔族の武器に取り憑く程度さ。,,,R,confuse,talk,,56,
69,orend,人族の大型魔導車が来たら、武器を放り出して逃げたたあと、武器ごと踏み潰されてお陀仏さ。,,,R,confuse,talk,,43,
70,volcus,ふむ。,,,L,normal,talk,,3,
71,orend,もともと戦争には向かない力さ。,,,R,confuse,talk,,15,
72,volcus,同族の死が重いか。,,,L,normal,talk,,9,
73,orend,・・・そうさ。,,,R,confuse,talk,,7,
74,volcus,ふむ。して、オレンドよ。そなたは確かに、族の中で最も優れた術者のようだが...,,,L,normal,talk,,39,
75,orend,・・・。,,,R,confuse,talk,,4,
76,volcus,その選択、私であればとらぬ。その術、他のものにくれたらどうだ。いらぬのだろう。,,,L,normal,talk,,39,
77,orend,・・・！・・・,,,R,confuse,talk,,7,
78,volcus,ふむ。では、好きに生きると良い。ただ、逃げるのならば死に物狂いで逃げることだ。（立ち上がって）サラよ！,,,L,normal,talk,,51,
79,sara,ヴォルカス様。ここに。,,,L,normal,talk,,11,
80,volcus,この者を城の外まで、見送るのだ。,,,L,normal,talk,,16,
81,sara,わかりました。,,,L,normal,talk,,7,
82,volcus,（Ｍ）オレンドは優れた傀儡師として生まれ、右も左もわからぬうちに族の長となった男であった。,,,L,normal,talk,,45,
83,sara,先日の傀儡師の一件、本当に良かったんですか。,,,R,confuse,talk,,22,
84,volcus,ふむ。力ある傀儡師だ、しかし、未熟な男だ。,,,L,normal,talk,,21,
85,sara,おっしゃる通りです。,,,R,normal,talk,,10,
86,volcus,己が選んだことであろう。戦うばかりが道ではない。,,,L,normal,talk,,24,
,,,,,,,,,0,
2,,ーー今の時間に戻り、移動車の中、寝込むオレンドと心配するイーラ、シャンディ、ヴェル,,,,,none,場面切り替え/背景切り替えBGM切り替え(自然の中でゆったりと),41,024_rest_rooms
4,shandy,オレンド...。,,,L,confuse,talk,,8,
5,era,ただいまー！,,,R,normal,talk,,6,
6,volcus,今もどった。,,,L,normal,talk,,6,
7,shandy,おかえりなさーい。,,,L,normal,talk,,9,
8,era,・・・オレンド起きた？？,,,R,normal,talk,,12,
9,shandy,まだ...,,,L,cry,talk,,5,
10,era,そっか...。,,,R,normal,talk,,7,
11,volcus,ふむ...。大丈夫だろう。,,,L,normal,talk,,13,
12,shandy,そうなんですか？オレンドは大丈夫なんですか？,,,L,confuse,talk,,22,
13,volcus,大丈夫だ。穏やかに記憶がオレンドに戻っていくのを感じておる。,,,L,normal,talk,,30,
14,shandy,そう...ですか。,,,L,confuse,talk,,9,
15,era,・・・なら！大丈夫だね！,,,R,normal,talk,,12,
16,shandy,イーラちゃん...？,,,L,confuse,talk,,10,
17,era,ヴェルが大丈夫って言って、大丈夫じゃなかったことはないんだから！オレンドは、きっと大丈夫！,,,R,smile,talk,,45,
18,shandy,・・・ふふふ、ありがと。イーラちゃん。,,,L,smile,talk,,19,
19,orend,・・・うぅ...。,,,R,normal,talk,※目から覚めた感じのイラストがあれば,9,
21,,ーー場面は過去に変わり、魔王城でサラとヴェルが会話する。,,,,,none,場面切り替え/背景切り替え/BGM切り替え(空が泣いている),28,028_Inside_Castle
23,volcus,ふむ。サラよ。,,,L,normal,talk,,7,
24,sara,どうされましたか。,,,R,normal,talk,,9,
25,volcus,傀儡師のことはどうなっておる。,,,L,normal,talk,,15,
26,sara,死人（しびと）を使っていますが保護は難航しております...。,,,R,normal,talk,,30,
26,sara,近頃、戦争を離脱した傀儡師をよく思わない魔物たちが、傀儡師をひどく扱っています。,,,R,normal,talk,,,
27,volcus,ふむ。どのような話か。,,,L,normal,talk,,11,
28,sara,・・・傀儡師を人形に封じ、四肢を繰り返しもぎる。岩に取り憑かせ、動かなければ海深くへ放るなど。,,,R,normal,talk,,47,
29,volcus,ほう。して、オレンドという男はどうしておる。,,,L,normal,talk,,22,
30,sara,さぁ。魔王城の周囲にはいないみたいです。,,,R,normal,talk,,20,
31,volcus,・・・そうか。,,,L,normal,talk,,7,
32,sara,助けに行くのですか？,,,R,normal,talk,,10,
33,volcus,ふむ。助けはせぬ。,,,L,normal,talk,,9,
34,sara,・・・・そうですか。ヴォルカス様がそのようなお方なので皆、忠義を立てております。,,,R,normal,talk,,40,
35,volcus,そうか..サラよ。頼みがあるのだが。,,,L,normal,talk,,18,
36,sara,なんでしょうか。,,,R,normal,talk,,8,
37,volcus,泥を払う布を、追って届けてくれ。,,,L,normal,talk,,16,
38,sara,・・・わかりました。お気をつけて。,,,R,normal,talk,,17,
40,,ーーオレンドが大陸端の森で一人ぼんやりと嘆く。そこにヴェルが現れる。,,,,,none,場面切り替え/背景切り替え/BGM切り替え(Remorse),34,032_forest
42,orend,あぁ..あぁ...イトも死んだ、ベットラも死んだ、ジュゼットも死んだ...あぁ、おめぇら...。,,,L,cry,talk,,48,
43,orend,あぁ..あぁ...あぁ......俺は待ってるのに...誰もこねぇ。一人もこねぇ。,,,L,cry,talk,,41,
44,,ーーヴェルがそこに到着する。,,,,,,,14,
45,volcus,ここにおったか。,,,R,normal,talk,,8,
46,orend,カティア、ぺぺタノ...。,,,L,cry,talk,,13,
47,volcus,そなたはそこで何をしておる。,,,R,normal,talk,,14,
48,orend,・・・！？・・・おまえ...,,,L,cry,talk,,14,
49,volcus,ふむ。見事な柳（やなぎ）の森である。,,,R,normal,talk,,18,
50,orend,ははは...なんだよ。笑いに来たのか。なら、間抜けでおもしれーだろ。,,,L,confuse,talk,,34,
51,volcus,ほう。そう思うか。,,,R,normal,talk,,9,
52,orend,・・・はあー...もうどうでもいい。,,,L,confuse,talk,,18,
53,volcus,ここは、傀儡師の生まれ落ちる場所か。,,,R,normal,talk,,18,
54,orend,・・・そうさ。,,,L,confuse,talk,,7,
55,volcus,ふむ...。ほう、立派な木だ。これがそなたの親か。,,,R,normal,talk,,25,
56,orend,・・・そうさ。,,,L,confuse,talk,,7,
57,volcus,特に秀(ひい)でておる。ふむ。,,,R,normal,talk,,15,
58,orend,なぁ、もう帰ってくれよ。,,,L,confuse,talk,,12,
59,volcus,なぜだ。,,,R,normal,talk,,4,
60,orend,・・・,,,L,confuse,talk,,3,
61,volcus,なぜ帰らねばならぬ。,,,R,normal,talk,,10,
62,orend,・・・鬱陶しいんだよ...。,,,L,angry,talk,,14,
63,volcus,ほう。,,,R,normal,talk,※口角下がり顔,3,
64,orend,・・・鬱陶しいんだよ！俺にかまうんじゃねぇ！！,,,L,angry,talk,,23,
65,volcus,ふむ。わからんな。そなたはここで傀儡師が全て死ぬのをただ待っておるのだろう？暇な男が何を鬱陶しがる。,,,R,normal,talk,※口角下がり顔,50,
66,orend,・・・！！てめぇ...元はといえばてめぇが....,,,L,angry,talk,,25,
67,volcus,ほう。続けよ。,,,R,normal,talk,※口角下がり顔,7,
68,orend,わかってたんだろーがよ！こうなることが！あの時、俺が戦争の離脱を言った時わかってたんだろーがよ！,,,L,angry,talk,,48,
69,volcus,当然だ。,,,R,normal,talk,※口角下がり顔,4,
70,orend,・・・！お前は焚き付けた！俺が！傀儡師が大した力もねーくせに、デケェ口叩いたから！,,,L,angry,talk,,41,
71,volcus,ほう。,,,R,normal,talk,※口角下がり顔,3,
72,orend,うざってーから、魔物同士で殺し合うこともわかって！,,,L,angry,talk,,25,
73,volcus,では聞くが、なぜ逃げておらぬ。なぜ、一人でも多くの傀儡師を救おうと戦っていないのだ。,,,R,normal,talk,※口角下がり顔,42,
74,orend,うるせえうるせえうるせえ！！,,,L,angry,talk,,14,
75,volcus,ふむ。,,,R,normal,talk,※口角下がり顔,3,
76,orend,大体...よ...お前が...お前が魔王なんだろ...,,,L,angry,talk,,27,
77,volcus,そうだ。,,,R,normal,talk,※口角下がり顔,4,
78,orend,くそくそくそ！！！とめろよおお！じゃあ！！！魔物の王なんだろおおおお！！！(獲物を投げる),,,L,angry,talk,,45,
79,volcus,ほう。私に力を振るうか。,,,R,normal,talk,※口角下がり顔,12,
80,orend,くそ！くそ！当たれよおお！！,,,L,angry,talk,,14,
81,volcus,術は達者だが、怒りに任せた投擲(とうてき)では当たらん。ほれ、身を守るのだ。(お腹を殴る),,,R,normal,talk,※口角下がり顔,45,
82,orend,ぐっふぅ！！・・・げほげほ(起き上がる)くそ！くそ！くそおおおお！！！(ナイフを手に斬りかかる),,,L,angry,talk,,48,
83,volcus,なぜ、長が放り出した族を私が守らねばならんのだ。足が空いておるぞ！(足払い),,,R,normal,talk,※口角下がり顔,38,
84,orend,おわあっ！(倒れる),,,L,angry,talk,,10,
85,volcus,受け身も取れんのか。起きるのだ。（顎を蹴上げる）,,,R,normal,talk,※口角下がり顔,24,
86,orend,ぎいいい！,,,L,angry,talk,,5,
87,volcus,反撃もできぬか。ふむ。(弾き飛ばす),,,R,normal,talk,※口角下がり顔,18,
88,orend,ぐ、うあうわあああ...(柳にぶつかって)があああっ！！,,,L,angry,talk,,28,
89,volcus,では、そなたの親と共に葬（ほうむ）ってやろう。腑抜けはいらんのでな。,,,R,normal,talk,※口角下がり顔,34,
90,orend,・・・お前が...お前が...戦争なんかおっぱじめなければ...。ぶっ殺してやる。,,,L,angry,talk,,41,
91,volcus,ほう。力の差もわからんのか。愚か。,,,R,normal,talk,※口角下がり顔,17,
92,orend,関係ねぇ...。,,,L,angry,talk,,8,
93,volcus,ふむ。今、また傀儡師が死んだぞ。,,,R,normal,talk,※口角下がり顔,16,
94,orend,うああああああああ！！！！ざけんじゃねぇえええ！！,,,L,angry,talk,,25,
95,volcus,ほれ、怒りに飲まれるでない。(お腹を殴る),,,R,normal,talk,※口角下がり顔,21,
96,orend,ぐっふぅ...げほげほ！...助けろよ...助けてくれよ...,,,L,angry,talk,,31,
,orend,くそ...くそ...(フラフラの中立ち上がるように)くそがああああああああ！,,,L,angry,talk,,,
97,volcus,ふむ。まだかかってくるか。,,,R,normal,talk,※口角下がり顔,13,
98,orend,許さねえええ！お前が魔王なんだろおおおおお！！！許さねえええええええ！！！,,,L,angry,talk,,37,
99,volcus,ふむ。好きにするが良い。そなたが飽きるまで付き合ってやろう。,,,R,normal,talk,※口角下がり顔,30,
,,,,,,,,,0,
2,,ーー時は流れて、サラが到着する。オレンドはぼこぼこにされ、ヴォルカスがそれを眺めている。,,,,,talk,BGM切り替え(ある春の日に…(One_spring_day...)),44,
3,sara,何かと思って、布を持ってきてみれば。ヴォルカス様、なんですかそれは。,,,R,confuse,talk,,34,
4,volcus,ふむ。,,,L,normal,talk,,3,
5,orend,ぜぇーはぁーぜぇーはぁー,,,R,angry,talk,,12,
6,sara,早く泥を落としてください。どうぞ。,,,L,confuse,talk,,17,
7,volcus,ふむ。もう１つ布はあるか。,,,R,normal,talk,,13,
8,sara,用意してます。どうせこんなことだろうと思いました。,,,L,normal,talk,,25,
9,volcus,ふむ。サラよ。あとは頼む。オレンドにすまぬ、と伝えておいてくれ。,,,R,normal,talk,,32,
10,sara,へ？へ？・・・はぁ...(オレンドに)大丈夫ですか？,,,L,confuse,talk,,26,
11,orend,・・・なんだよ...なんなんだよ...,,,R,angry,talk,,19,
12,sara,どうされたんですか。,,,L,confuse,talk,,10,
13,orend,俺は...未熟すぎたのかなぁ...なぁ...,,,R,confuse,talk,,22,
14,sara,そうですね。今のあなたでは、族は愚か、数名の傀儡師ですら守ることはできないでしょう。,,,L,confuse,talk,,42,
15,orend,・・・くそ...強くなりてえ...強くなりてえよ...,,,R,cry,talk,,27,
16,sara,無理ですね。,,,L,confuse,talk,,6,
17,orend,・・・この女...うぜぇ...,,,R,angry,talk,,15,
18,sara,結構です。皆が苦心している中で逃げ出すとはどういうことか...,,,L,angry,talk,,31,
,sara,あなたにはわからないのですか。私は逃げ出すことが悪とは思いません。,,,L,angry,talk,,,
18,sara,私は逃げ出すことが悪とは思いません。時にそれをするべきと思います。ですが、今回のあなたは中途半端でした。愚かです。,,,L,angry,talk,,57,
19,orend,・・・わかってるよ。わかってる...,,,R,cry,talk,,18,
20,sara,・・・あと私の力で約半数の傀儡師は保護しました。しかし、残りは死にました。力及ばずで、すみませんでした。,,,L,confuse,talk,,52,
21,orend,・・・俺が、俺が守らないといけない分が死んだんだ...俺はよ...,,,R,cry,talk,,33,
22,sara,では、要件は伝えましたので。,,,L,normal,talk,,14,
23,orend,・・・俺さ...,,,R,cry,talk,,8,
24,sara,まだ何か用ですか。,,,L,confuse,talk,,9,
25,orend,・・・強くなる、強くなってよ、いつかほんとの長になってよ、大切な仲間みんな守れるような長になるよ...,,,R,cry,talk,,51,
26,sara,はぁ、なぜそれを私に言うんですか。,,,L,confuse,talk,,17,
27,orend,・・・わかんねぇよ。わかんねぇけど、俺が長になったら、あんたも守ってやるから...俺、もう折れねぇよ...,,,R,cry,talk,,53,
28,sara,はぁ。では、その時はお願いしますね。布です。泥でも涙でも、好きなものを拭いてください。魔王城でお待ちしています。,,,L,confuse,talk,,56,
30,,ーー魔王城へオレンドが訪れる,,,,,none,場面切り替え/背景切り替え/BGM切り替え(朝日の昇る風景),14,028_Inside_Castle
31,volcus,オレンドよ。そなたの願いは聞き届けよう。,,,L,normal,talk,,20,
32,orend,ありがとうございます！,,,R,smile,talk,,11,
33,volcus,して、その姿はなんなのだ。,,,L,normal,talk,,13,
34,orend,へ？あぁ、先日の傀儡が壊れてしまったので、変えました。,,,R,normal,talk,,27,
35,volcus,ふむ...確かに傀儡師とは不便なものだな。姿・形や声も変わるのだな。,,,L,normal,talk,,34,
36,orend,そうです。,,,R,normal,talk,,5,
37,volcus,ふむ。,,,L,normal,talk,,3,
38,orend,あ、あー...わかりにくくて、すみません...。ソーリー、ソーリー？こんなんでいかがでしょう。,,,R,normal,talk,,47,
39,volcus,ほう。まぁよい。好きにせよ。,,,L,normal,talk,,14,
40,orend,あ..ありがとうございます。...サンキューなぁ。,,,R,normal,talk,,25,
41,volcus,オレンドよ。しばらく、城内で勤めると良い。,,,L,normal,talk,,21,
43,,ーー時は今に戻り、オレンドが目覚める。,,,,,none,場面切り替え/背景切り替え,19,024_rest_rooms
45,orend,う...,,,L,normal,talk,※目から覚めた感じのイラストがあれば,4,
46,volcus,ふむ。,,,R,normal,talk,,3,
47,orend,・・・いてて...あったまいーて...,,,L,normal,talk,※目から覚めた感じのイラストがあれば,19,
48,volcus,起きたか。,,,R,normal,talk,,5,
49,orend,・・・あぁ。ヴェル...。,,,L,normal,talk,,13,
50,volcus,ふむ。記憶は戻ったか。,,,R,normal,talk,,11,
51,orend,・・・あぁ。全部思い出した...,,,L,normal,talk,,16,
52,volcus,ほう、そうか。ふむ。,,,R,normal,talk,,10,
53,shandy,くぅー...すーぅー...おれんどー...。,,,R,normal,talk,※寝てる顔？があれば,22,
54,volcus,皆がそなたの帰りを待っておった。,,,R,normal,talk,,16,
55,orend,・・・シャンディ...,,,L,normal,talk,,11,
56,volcus,して、オレンドよ、魔力はあるのか。,,,R,normal,talk,,17,
57,orend,あ...？うーん...いや、ない。,,,L,normal,talk,,17,
58,volcus,そうか。ふむ。大丈夫か？,,,R,normal,talk,,12,
59,orend,え？あー...ちょっとまだ頭いてーけど、大丈だ。もんだいねぇ。,,,L,normal,talk,,31,
60,volcus,ほう。では、私は部屋へ戻る。イーラが待っておるのでな。,,,R,normal,talk,,27,
61,orend,お、おう。なぁヴェル。,,,L,normal,talk,,11,
62,volcus,ふむ。,,,R,normal,talk,,3,
63,orend,その...サンキューな。やっぱ、運命の出会いだったな。,,,L,normal,talk,,27,
64,volcus,ふむ。そうだな。,,,R,normal,talk,,8,
65,orend,はっはっは！...あ、痛てて。,,,L,normal,talk,,15,
66,volcus,ふむ...。オレンドよ。,,,R,normal,talk,,12,
67,orend,ん？,,,L,normal,talk,,2,
68,volcus,そなたの魔素がイーラの元へ戻った。,,,R,normal,talk,,17,
69,orend,・・・そうかい。,,,L,normal,talk,,8,
70,volcus,ふむ。不思議なこともあるのだな。では、オレンドよ、良き夢を。,,,R,normal,talk,,30,
71,orend,お、おう。おやすみヴェル。,,,L,normal,talk,,13,
72,shandy,くぅー。すーぅ。オレンドー。オレンドー...。,,,R,normal,talk,,23,
73,orend,・・・おぉ...ありがとう、シャンディ、サンキューなぁ...。,,,L,normal,talk,,31,
,orend,随分寝こけてたみてーだし、明日から頑張るかー！・・・俺は、シャンディがいてくれて、ハッピーだぜえ。,,,L,normal,talk,,49,
75,volcus,（Ｍ）翌日より、オレンドは調子を取り戻した。相当心配をしたのか、拍子抜けをしたシャンディの顔がなんとも見ものであった。,,,R,normal,talk,,59,
,volcus,それからは何事もなかったかのように旅が続くのであった。,,,R,normal,talk,,27,
,volcus,なんとも、ひょうきんな男だ。して、私たちはゆっくりと、確実に目的の地へ近づいていく。,,,R,normal,talk,,42,
77,,ーー車の中でイーラとシャンディが会話する,,,,,talk,BGM切り替え(A_Pleasant_Day),20,
78,era,よし！できた！,,,L,normal,talk,,7,
79,shandy,おめでとー！イーラちゃん、お疲れ様。,,,R,normal,talk,,18,
80,era,うん！うふふ。嬉しいなぁ！ママのお話。,,,L,normal,talk,,19,
81,shandy,きっと皆喜んでくれるわよ。,,,R,normal,talk,,13,
82,era,うん！,,,L,normal,talk,,3,
83,shandy,オレンドもちゃんと色々と教えてくれたかしら？,,,R,normal,talk,,22,
84,era,うん！ママのことも、ヴォルカスのことも、私のことも教えてくれた！,,,L,normal,talk,,32,
85,shandy,そうなのね！よかったわね。じゃあ、後でみんなに読んでもらいましょうか。,,,R,normal,talk,,35,
86,era,うん！ふぅー！疲れたー！,,,L,normal,talk,,12,
87,shandy,お疲れ様。何か飲み物でも持ってくる？,,,R,normal,talk,,18,
88,era,うーん...あ！ねぇ！、シャンディはコーヒーって好き？,,,L,normal,talk,,27,
89,shandy,コーヒー？私は好きよ。でも、最近はあんまり飲んでないかなぁ。,,,R,normal,talk,,30,
90,era,そっか。,,,L,normal,talk,,4,
91,shandy,どうしたの？,,,R,normal,talk,,6,
92,era,ううん。ヴェルはね、コーヒーが好きなの。ちょっとだけうちにいた時はいつもコーヒーを飲んでたなぁって！,,,L,normal,talk,,50,
93,shandy,あら、そうだったの！,,,R,normal,talk,,10,
94,era,うん！,,,L,normal,talk,,3,
95,shandy,じゃあ！淹れ方を教えてあげよっか？,,,R,normal,talk,,17,
96,era,いいの！？知りたい！,,,L,normal,talk,,10,
97,shandy,いいわよー！じゃあ、お湯を沸かすからちょっと待っててね。,,,R,normal,talk,,28,
98,era,うん！ありがと！,,,L,normal,talk,,8,
100,,ーーお湯が沸いたので、二人ともキッチンへ行く。,,,,,,,23,
101,shandy,さ！お湯が沸いたわよー！,,,R,normal,talk,,12,
102,era,はーい！(イーラくる),,,L,normal,talk,,11,
103,shandy,さて、で。コーヒーは豆を挽くところから。この仕掛けに入れて...こうやって回すの。それ！ぐーるぐる。,,,R,normal,talk,,50,
104,era,わ！へぇ〜！,,,L,normal,talk,,6,
105,shandy,コーヒーの香りがしてくるでしょー？,,,R,normal,talk,,17,
106,era,わぁ！ほんとだ！,,,L,normal,talk,,8,
107,shandy,さ、イーラちゃんもやってみて。はい。,,,R,normal,talk,,18,
108,era,うん！ぐーるぐる...。なんかたのしー！,,,L,normal,talk,,20,
109,shandy,うふふ。でね、豆が挽けたら、今度はこれ、抽出器よ。,,,R,normal,talk,,25,
110,era,ねぇ、これはなに？,,,L,normal,talk,,9,
111,shandy,この上に粉を出して、上からゆっくりお湯をかけるの。そうすると、この抽出機の横からコーヒーが出てくるのよ。,,,R,normal,talk,,52,
112,era,へー！コーヒーって大変なのね！,,,L,normal,talk,,15,
113,shandy,そんなことないわ、どんな飲み物も、いろーんな人が手間暇かけて作っているのよ。,,,R,normal,talk,,38,
114,era,へぇー！教えてくれてありがと！,,,L,normal,talk,,15,
115,shandy,うふふ。,,,R,normal,talk,,4,
116,era,ね！やってみてもいい？,,,L,normal,talk,,11,
117,shandy,いいわよ〜。そーっと、ゆーっくりね。,,,R,normal,talk,,18,
118,era,そーっと...そーっと...あ！コーヒー出てきた！,,,L,normal,talk,,25,
119,shandy,うふふ。イーラちゃん上手よー。,,,R,normal,talk,,15,
120,era,ゆーっくり、ゆーっくり...ね！これくらいかな！？,,,L,normal,talk,,25,
121,shandy,そうね。はい！イーラちゃんの初コーヒー！,,,R,normal,talk,,20,
122,era,やったー！ね、美味しいかな？,,,L,normal,talk,,14,
123,shandy,自分で淹れた初めてのコーヒーだし、きっと美味しいかもね。,,,R,normal,talk,,28,
124,era,うん！いただきまーす。,,,L,smile,talk,,11,
125,era,・・・ずず・・・うっ（苦い）,,,L,confuse,talk,,14,
126,shandy,どう？どう？,,,R,normal,talk,,6,
127,era,う、うむ。よき味である。,,,L,smile,talk,,12,
128,shandy,ぷ...ぷくく...あら、そっくりね。,,,R,smile,talk,,19,
129,era,う、うむ。,,,L,normal,talk,,5,
,,,,,,,,,0,
2,volcus,（Ｍ）その後も、私たちの旅は続き、ついにアキュエリの街についたのだ。,,,R,normal,talk,,34,
4,,ーー車の中でオレンドが目的地への到着を告げる,,,,,,,22,
5,orend,お疲れお疲れー！さーて、エヴリワーン！やーっとやっとー！アキュエリに着いたぜー！さぁ！降りた降りたぁ！,,,R,normal,talk,BGM切り替え((自然の中でゆったりと)),51,
6,volcus,ふむ。,,,L,normal,talk,,3,
7,shandy,二人とも、長旅、ご苦労様でした。,,,R,normal,talk,,16,
8,era,ありがと！！とーっても楽しかったよ！,,,L,normal,talk,,18,
9,orend,はっはっはー！俺も楽しかったぜぇ！,,,R,normal,talk,,17,
10,volcus,ふむ。,,,L,normal,talk,,3,
11,shandy,イーラちゃん、アキュエリの街をちょっと見に行かない？,,,R,normal,talk,,26,
12,era,うん！いきたい！,,,L,normal,talk,,8,
13,shandy,ふふふ。アキュエリはね、とーってもひろーい街なのよー！それに、すごい綺麗なのよー！,,,R,normal,talk,,41,
14,era,そうなの？,,,L,normal,talk,,5,
15,orend,そうさー！人族でいっちばん栄えている街さぁ！,,,R,normal,talk,,22,
16,era,へぇ〜！,,,L,normal,talk,,4,
