,,,,,,,,,,
ただ君だけを、守りたいと願う　6章　スクリプト,,,,,,,,,,
No,キャラクター名,日本語,英語,中国語,LR,表情,type,補足コメント,,背景画像名
41,silhouette_man,で、魔王様が溺愛した人族の女は人里へ返したと！なぜだ！なぜ殺さぬのだ！,,,R,normal,talk,,35,
42,sara,先回の会議でも説明したはずですが。,,,L,confuse,talk,,17,
42,sara,ロクシー様は我が軍の新たな魔鉱石の調達源の発見や、時に城近くの魔族の救助にも参加しています。,,,L,confuse,talk,,46,
43,silhouette_man,ふん、だからなんだと言うのだ！,,,R,normal,talk,,15,
44,silhouette_man,呪術師の女(おなご)よ。そこまでは許そう。じゃが、傀儡の長を人族の街にまで同行させる理由は何か。,,,R,smile,talk,,48,
44,silhouette_man,わしは魔王様を信じておるが、さすがに寵愛が過ぎるのではなかろうか。,,,R,smile,talk,,33,
45,sara,お言葉ですが。ロクシー様は魔王城で今後も過ごされるご予定です。,,,L,normal,talk,,31,
45,sara,魔王様との婚姻を人族の習慣にならい、母に報告したいと。いずれオレンド共にお戻りになります。,,,L,normal,talk,,45,
46,silhouette_man,なんと！では、また愚かな人風情が私たちの城を汚して回るのか！,,,R,normal,talk,,30,
46,silhouette_man,聞けば、好き放題城を動き回っているという！呪術師よ、貴様の管理が甘いのではないか！,,,R,normal,talk,,41,
47,silhouette_man,まぁまぁ、みなさん。ねぇ、サラさん。私たち戦争で戦う者たちへの気持ちはどうなっているのかしら。,,,R,cry,talk,,47,
47,silhouette_man,私の部族は人族の兵士にひどく気に入られて、散々な仕打ちをされて壊れて消える者もおりますわ。,,,R,cry,talk,,45,
47,silhouette_man,流石に何もお咎めなし、なんてことにはいかないのだけれど。,,,R,cry,talk,,28,
48,sara,だから何度も説明したはずですが。人にも様々な者がいると。ロクシー様は我々に危害を加える者ではありません。,,,L,confuse,talk,,52,
48,sara,・・・これ以上このくだらない問答を続けるのであれば、魔族らしく力で確かめ合いますか？どうしてもわからないようですから。,,,L,confuse,talk,,59,
49,silhouette_man,ふん。貴様に勝てないことなど分かっている。ここは力で争う場ではない。,,,R,normal,talk,,34,
50,silhouette_man,そうじゃ。わしらは憂いておる。この魔王軍が瓦解するのではないか、と。,,,R,smile,talk,,34,
51,silhouette_man,うふふ。それにしても、わかりませんねぇ。,,,R,cry,talk,,20,
,silhouette_man,あなたほどの術者なら、月の刻印でも使えば、そのロクシーという女を簡単に手にかけられそうなのに。,,,R,cry,talk,,47,
52,sara,そのようなことをするつもりは毛頭にありません。,,,L,normal,talk,,23,
53,silhouette_man,まぁ、わしらが敗北したとしてもそなたの責任ではない。ただ、わし等龍人が魔素に還るそれだけじゃ。,,,R,smile,talk,,47,
54,silhouette_man,俺は納得いかねぇ！くそ！負け込んでるってのによ！,,,R,normal,talk,,24,
55,silhouette_man,サラさんの立場が辛いことは私たちもわかりますけど、あなたが選ぶしかないのよ。,,,R,cry,talk,,38,
55,silhouette_man,私たちには魔王様の目を盗んでその女を手にかける力はないわ。ねぇ。選べるのはあなただけ。ふふふ。,,,R,cry,talk,,47,
56,silhouette_man,ふん、では、解散とするか。,,,R,normal,talk,,13,
57,sara,・・・はい、では族長の皆様、また次の満月の夜に...。まったく毎回同じ話の堂々巡り。,,,L,confuse,talk,,42,
57,sara,腹が立つわね...もう！...もう...。はぁ、ねぇヴォルカス様、私は、どうしたら良いのでしょうか...。,,,L,confuse,talk,,53,
57,sara,あなただったらどうするのかしら、オレンド...。だめね、なんか、いないっていうだけで感傷的になりすぎるのは...,,,L,confuse,talk,,56,
57,sara,でも、私にだってわからないわよ...。ロクシーは悪い人じゃない、けど...。けど！,,,L,confuse,talk,,41,
,,,,,,,,,,
2,,ーーオレンドが車になってロクシーを運ぶ,,,,,none,場面切り替え/背景切り替え/BGM切り替え(はじまりの予感_2),19,029_road_home
4,orend,ぶるるーんぶるるーん！はっはっはー！車ってのも悪くねーなー！グッドグッドー！,,,R,normal,talk,車のSE,38,
5,loxy,すごいオレンド！はやーい！！,,,L,smile,talk,,14,
6,orend,だろー！でよ、この先だったっけ？ロクシーのママが住んでる街よ！,,,R,normal,talk,,31,
7,loxy,そう！この道をまっすぐ行くの！あー...久しぶりだなぁ！,,,L,normal,talk,,28,
8,orend,お？嬉しいのか？なぁ。,,,R,normal,talk,,11,
9,loxy,そうよ！ママ、元気かなぁ。,,,L,normal,talk,,13,
10,orend,そっかー！ママも人なのか？,,,R,normal,talk,,13,
11,loxy,そうよ！,,,L,normal,talk,,4,
12,orend,へー！しっかしこの辺はのどかだなぁー！ぶるるーん、ぶるるーんっと！,,,R,normal,talk,,33,
13,loxy,そうねー...昔から全然変わってない。,,,L,normal,talk,,19,
14,orend,魔海溝から遠いところはこんな感じなんだなぁー！はっはっは！俺らのところとそんな変わんねーな！,,,R,normal,talk,,46,
15,loxy,そうよー！だから、なんであんなに争っているのか、不思議よ。,,,L,normal,talk,,29,
16,orend,そっかー！確かにな！はっはっは！,,,R,normal,talk,,16,
17,loxy,あんたって本当に気楽ね。逆に感心しちゃうわ。,,,L,normal,talk,,22,
18,orend,ん？そうか？,,,R,normal,talk,,6,
19,loxy,私のね。私のお父さんは戦争でなくなったわ。,,,L,normal,talk,,21,
20,orend,そうなのか？,,,R,normal,talk,,6,
21,loxy,うん。,,,L,normal,talk,,3,
22,orend,それなのに魔大陸に来て、ヴォルカス様のこと好きになっちまったんだな！,,,R,normal,talk,,34,
23,loxy,た、確かにそうね。,,,L,normal,talk,,9,
24,orend,はっはっはー！やっぱりロクシーは変わり者だなぁ！,,,R,normal,talk,,24,
25,loxy,あ！あんたに言われたくないわよ！,,,L,normal,talk,,16,
26,orend,あー？やっぱ、寂しいのか？,,,R,normal,talk,,13,
27,loxy,どうだろう、うーん..うん。ちょっと寂しいかな。,,,L,normal,talk,,24,
28,orend,そっかー！じゃあ俺がパパになってやろうか？,,,R,normal,talk,,21,
29,loxy,絶対イヤ！,,,L,angry,talk,,5,
30,orend,はっはっは！そーかそーか。ソーリーソーリー。じゃあ、兄ちゃんとかどうだ？,,,R,normal,talk,,36,
31,loxy,え？うーん...それなら、確かに嫌じゃない...かな...？うーん...考えておくわね。,,,L,normal,talk,,44,
32,orend,おぉ！サンキューなぁ！,,,R,normal,talk,,11,
33,loxy,え？うん。どういたしまして...あ！見えた！,,,L,normal,talk,,22,
34,orend,お？あれがロクシーの故郷かー！,,,R,normal,talk,,15,
35,loxy,そう！あぁ...懐かしいなぁ！,,,L,normal,talk,,15,
36,orend,はっはっはー！じゃぁ、ラストスパートだな！飛ばすぜー！ぶるるーん！ぶるーーん！,,,R,normal,talk,,39,
37,loxy,わっちょっと！危ない！オレンドあぶない！,,,L,normal,talk,,20,
38,orend,ぶるるるーん！ぶるるーん！はっはっはー！,,,R,normal,talk,,20,
40,,ーー魔王城でサラとヴェル,,,,,none,場面切り替え/背景切り替え/BGM切り替え(乱世の花),12,028_Inside_Castle
42,volcus,ふむ。ついに来るか。ギルディ。,,,L,normal,talk,,15,
43,sara,そうですね。諜報部門の傀儡師より人族の老師が出陣すると連絡がありました。,,,R,normal,talk,,36,
44,volcus,そうか。また、長き戦いになるな。,,,L,normal,talk,,16,
45,sara,大丈夫ですか？,,,R,normal,talk,,7,
46,volcus,私は大丈夫だ。ただ、奴の術は強固ゆえ、私はギルディの術を抑えること以外できぬだろう。,,,L,normal,talk,,42,
47,sara,金剛檻(こんごうかん)ですか。,,,R,normal,talk,,15,
48,volcus,そうだ。戦場において、やつの周りを金色(こんじき)の檻へ封じる術である。,,,L,normal,talk,,36,
49,sara,全く厄介な術です。,,,R,normal,talk,,9,
50,volcus,ギルディは戦場の先頭に立ち、私を真っ先に封じにかかってくるであろう。,,,L,normal,talk,,34,
50,volcus,封じられては皆が屠（ほふ）られるのをただ眺めてなければならぬ。死よりの苦痛がその檻には待っておる。,,,L,normal,talk,,49,
51,sara,私も戦地へご一緒できれば良いのですが。,,,R,normal,talk,,19,
52,volcus,気にするな。そなたは城を守っておる。これほどなく、感謝しておる。,,,L,normal,talk,,32,
53,sara,ありがたきお言葉です。,,,R,normal,talk,,11,
54,volcus,・・・子供は生まれたのか。,,,L,normal,talk,,13,
55,sara,えぇ。先日生まれまして、今は夫が面倒を見ております。,,,R,normal,talk,,26,
56,volcus,そうか。おめでとう、サラよ。,,,L,normal,talk,,14,
57,sara,ありがとうございます。,,,R,normal,talk,,11,
58,volcus,して、オレンドはいつ頃戻るのか。,,,L,normal,talk,,16,
59,sara,そうですね。予定では、次の侵攻の前には戻るかと。,,,R,normal,talk,,24,
60,volcus,そうか...サラよ。,,,L,normal,talk,,10,
61,sara,なんでしょう。ヴォルカス様。,,,R,normal,talk,,14,
62,volcus,何か、私に伝えるべきことはあるか？,,,L,normal,talk,,17,
63,sara,いえ...、一通り報告はさせていただきました。,,,R,normal,talk,,23,
64,volcus,・・・そうか。わかった..。そなたには、いつも苦労をかけるな。,,,L,normal,talk,,31,
65,sara,とんでもありません。ヴォルカス様こそ、たまにはお休みされてはいかがでしょうか。,,,R,normal,talk,,39,
66,volcus,ふむ。そのようなことも良いかもしれんな。,,,L,normal,talk,,20,
68,,ーー魔族の会議,,,,,none,場面切り替え/背景切り替え/BGM切り替え(ブルーシャドウ),7,017_office_sara
70,silhouette_man,ちい！人族の老師め...ついに我々を滅ぼすつもりか。,,,R,normal,talk,,26,
71,sara,数回の敗北を経て、人族はかなり強気な攻勢に打って出ようとしているようです。,,,L,normal,talk,,37,
71,sara,当然、その中には人族の老師も含まれます。今回の戦いが正念場となることでしょう。,,,L,normal,talk,,39,
72,silhouette_man,そうじゃろう。族長のわしらも出ないとやられるかのう...。,,,R,smile,talk,,29,
73,silhouette_man,で、近衛の傀儡師は戻るのか！くだらん人族のお守りに出て、まさか戦場に戻らんのか！こんな窮地に！,,,R,normal,talk,,47,
74,sara,・・・！！！黙りなさい！！オレンドは戦火が上がる前には戦線へ戻る予定です。,,,L,angry,talk,,37,
75,silhouette_man,・・・落ち着きなされ。,,,R,smile,talk,,11,
76,sara,・・・失礼しました。,,,L,confuse,talk,,10,
77,silhouette_man,ふふふ、サラ様が動揺するなんて珍しいわねぇ。,,,R,cry,talk,,22,
78,silhouette_man,っけ！！で、まーた人族の女を連れて帰ってくんだろー！！,,,R,normal,talk,,27,
79,sara,そ、それは...。,,,L,confuse,talk,,9,
80,silhouette_man,こっちは命懸けで戦ってんのによ。あー、もうやめだやめだ。俺たち悪魔族は次の戦線には参加しねぇ。（会議を出ていく）,,,R,normal,talk,,56,
81,silhouette_man,むぅ...。数が多い悪魔が出なくては、戦線の維持も苦しいか...。,,,R,smile,talk,,33,
82,silhouette_man,そうねぇ...。,,,R,cry,talk,,8,
83,sara,・・・。龍人様、淫魔様、悪魔の長を止めてもらえませんか。・・・お願いします。,,,L,confuse,talk,,38,
84,silhouette_man,・・・サラ殿...。,,,R,smile,talk,,10,
,,,,,,,,,,
2,,ーーロクシーが帰ってくる,,,,,none,場面切り替え/背景切り替え/BGM切り替え(小さな幸せとエトセトラ),12,028_Inside_Castle
4,sara,おかえりなさい！オレンド、ロクシー。予定よりずいぶんと遅くなりましたね。,,,R,smile,talk,,36,
5,orend,おー！ただいまー！はっはっはー！ソーリーソーリー！サラー！寂しくて泣いてなかったかー！,,,L,normal,talk,,43,
6,loxy,ただいまー！サラさん！！,,,L,smile,talk,,12,
7,sara,どうでしたか？人族の街は。,,,R,normal,talk,,13,
8,orend,いやー！俺は中には入れなかったからよー！わかんねーけど！こっちとあんま変わんねーなぁ！って。,,,L,normal,talk,,46,
9,sara,そうですか。,,,R,normal,talk,,6,
10,loxy,ママにちゃんと会えたよー！,,,L,smile,talk,,13,
11,sara,そうですか。それで、婚姻のお話は出来たんですか？,,,R,normal,talk,,24,
12,loxy,うん！...って、結構ぼろぼろに怒られて、飛び出してきちゃったんだけどね...えへへ。,,,L,normal,talk,,43,
13,sara,あら、人族にもまともな方いるものなのですね。,,,R,normal,talk,,22,
14,orend,ロクシーがおかしなだけだろー！はっはっは！,,,L,normal,talk,,21,
15,sara,オレンド、あなたは人のことを何も言えませんので。,,,R,confuse,talk,,24,
16,orend,およよ？はっはっはー！そうかもな！,,,L,normal,talk,,17,
17,sara,それにしても、ロクシーさん...なんか、ちょっと見ない間に...、いえ...,,,R,normal,talk,,38,
18,loxy,あ、太ったって...？,,,L,normal,talk,,11,
19,sara,あ、そうですね。,,,R,normal,talk,,8,
20,orend,ちっちっちー！サラ、ちげーのさー！ロクシーなぁ！子供ができてたんだとよー！,,,L,smile,talk,,37,
21,loxy,あ、こらオレンド！私が言おうと思ってたのに！,,,L,normal,talk,,22,
22,orend,どんななんだろーなー！赤ちゃん！だってよー！はっはっはー！,,,L,normal,talk,,29,
23,sara,そうですか！ヴォルカス様の....お、おめでとうございます。,,,R,normal,talk,,30,
24,loxy,そう！ヴォルカスとの！えへへ。こんなに早くお母さんになると思ってなかったけど。,,,L,smile,talk,,39,
25,sara,動くの？,,,R,normal,talk,,4,
26,loxy,最近は、結構動くかなぁ。,,,L,normal,talk,,12,
27,sara,そう。ちょっと、触っていいかしら？,,,R,normal,talk,,17,
28,loxy,ん？いいわよ。,,,L,normal,talk,,7,
29,orend,サラ。,,,L,normal,talk,,3,
30,sara,何かしら？,,,R,normal,talk,,5,
31,orend,あんまり乱暴に触んなよー！大事に運んできたんだからな！はっはっはー！,,,L,normal,talk,,34,
32,sara,・・・そうさせてもらうわね。,,,R,normal,talk,,14,
33,loxy,どう？,,,L,normal,talk,,3,
34,sara,・・・,,,R,normal,talk,,3,
35,loxy,何か感じる？,,,L,normal,talk,,6,
36,sara,そうね...ヴォルカス様と近い魔素を感じるわ...あなた体は大丈夫なの？,,,R,normal,talk,,36,
37,loxy,へ？んー...なんともないかなぁ。,,,L,normal,talk,,17,
38,sara,そう、そうなのね。ふふふ、よかったわね。ロクシー。おめでとう。,,,R,smile,talk,,31,
39,orend,おー！おめでとー！だから帰りはちょーっと飛ばすのをやめてのんびーり帰ってきたわけよー！,,,L,smile,talk,,43,
39,orend,そして遅くなったのさー！はっはっはー！,,,L,smile,talk,,19,
40,sara,そうだったのね。オレンドが調整をできるなんて、知らなかったわ。,,,R,smile,talk,,31,
41,orend,はっはっはー！まぁな！自分でもびっくりだったぜー！,,,L,normal,talk,,25,
42,sara,何よそれ。っさ、二人とも、お城に入りましょう。疲れたでしょうから。,,,R,normal,talk,,33,
43,loxy,はーい！,,,L,normal,talk,,4,
44,orend,おうよー！,,,L,normal,talk,,5,
45,sara,あ、オレンドは、戦線会議の方へ顔を出せるかしら？ちょうど大会議室で他の族長たちとヴォルカス様が話をしているわ。,,,R,normal,talk,,55,
46,orend,えー...帰ってきていきなり会議かよ...。バッド...。,,,L,normal,talk,,29,
47,sara,しょうがないじゃない。人族の大規模な侵攻があるのよ。,,,R,normal,talk,,26,
48,orend,そーかー！じゃ、まぁ行ってくるかねー！はっはっはー！,,,L,normal,talk,,26,
50,,ーーその夜、オレンドの自室にて,,,,,none,"場面切り替え/背景切り替え(オレンドの自室っぽいものがあれば)
BGM切り替え(Dianthus)",15,
52,sara,（ノックして）オレンド、いるかしら？,,,R,normal,talk,,18,
53,orend,（ドアを開けて）お？お？サラァァァァ！珍しいなぁ！俺のところに来るなんてえ！,,,L,normal,talk,,38,
54,sara,そうですね。初めてかもしれません。,,,R,normal,talk,,17,
55,orend,はっはっはー！珍しい夜だなぁー！さ、はいったはいったー！,,,L,normal,talk,,28,
56,sara,では、失礼するわね。,,,R,normal,talk,,10,
57,orend,で、どうしたのさ！こんな夜に。,,,L,normal,talk,,15,
58,sara,ロクシーは...ヴォルカス様のところですか？,,,R,normal,talk,,22,
59,orend,そうだぜー。ちょっとだけ結婚式？的なやつをするって意気込んでたぜ。,,,L,normal,talk,,33,
60,sara,そうですか。,,,R,normal,talk,,6,
61,orend,で、言いたいことはそれじゃないだろー？どうしたー？,,,L,normal,talk,,25,
62,sara,・・・,,,R,cry,talk,,3,
63,orend,はっはっはー！言いにくいことかー？待つぜ待つぜー！うぇいとうぇいとー！,,,L,normal,talk,,35,
64,sara,はぁ...。あなたは全く。,,,R,confuse,talk,,13,
65,orend,おー？いつも通りだろ、はっはっは。,,,L,normal,talk,,17,
66,sara,・・・オレンド、あなたにだけ伝えます。,,,R,cry,talk,,19,
67,orend,なあに？サラ！俺の失恋記念日でもお祝いしてくれるのかなぁ！？あっはっは！,,,L,normal,talk,,36,
68,sara,・・・いえ。私は、次の新月の夜にロクシーを殺します。,,,R,cry,talk,BGMなし,26,
69,orend,・・・やっぱりかー...。,,,L,normal,talk,,13,
70,sara,気付いていたんですか？,,,R,cry,talk,BGM再開(Dianthus),11,
71,orend,そうさ。,,,L,normal,talk,,4,
72,sara,また、いつもの勘ですか？,,,R,cry,talk,,12,
73,orend,いんやー、サラ、その右目、どうしたんだ？,,,L,normal,talk,,20,
74,sara,・・・。,,,R,cry,talk,,4,
75,orend,そりゃ、傀儡だろ？,,,L,normal,talk,,9,
76,sara,そうです...。今日、すぐわかりましたか？,,,R,cry,talk,,21,
77,orend,そりゃそうさ。というか、傀儡師の俺に分かって欲しい、って感じだぜ。はっはっはー。,,,L,normal,talk,,40,
78,sara,そうですか。そうかもしれませんね...。止めないんですか？,,,R,cry,talk,,29,
79,orend,あー？いや、止められるなら止めてーけど。もう、止まんねーんだろ...？こりゃ勘だ。,,,L,normal,talk,,41,
80,sara,そうですね。止まりません。,,,R,cry,talk,,13,
81,orend,で、何があったのさ。,,,L,normal,talk,,10,
82,sara,新月の刻印です。,,,R,cry,talk,,8,
83,orend,なんだそりゃ。,,,L,normal,talk,,7,
84,sara,月の刻印の一つです。呪術は術者の魔素を使って行いますが、月の刻印は、術者の何かを代償に呪いをおこないます。,,,R,cry,talk,,53,
85,orend,そうかい。それで目かい。,,,L,normal,talk,,12,
86,sara,そうです。新月の刻印は、明かりを失う代わりに、呪いを成就させるものです。,,,R,cry,talk,,36,
87,orend,さっき触った時か？,,,L,normal,talk,,9,
88,sara,そうです。術者の魔素を使わないので、たとえ私が死んでも、呪いは消えません。,,,R,cry,talk,,37,
89,orend,そうかい...。,,,L,normal,talk,,8,
90,sara,・・・怒らないんですか？,,,R,cry,talk,,12,
91,orend,いやー...怒ってもどうしようもないんだろ...。,,,L,normal,talk,,25,
92,sara,そうですね。,,,R,cry,talk,,6,
93,orend,それによ。,,,L,normal,talk,,5,
94,sara,・・・それに、なんですか？,,,R,cry,talk,,13,
95,orend,俺、サラのことも好きだからよ。,,,L,normal,talk,,15,
96,sara,・・・そう、そうですか。では、伝えることは伝えたので、私はこれで。,,,R,cry,talk,,33,
97,orend,おう。おやすみなー！サラ！,,,L,normal,talk,,13,
98,sara,・・・おやすみなさい。,,,R,cry,talk,,11,
99,orend,・・・なんだ、なんだよ...なんなんだよ...。,,,L,cry,talk,,24,
,,,,,,,,,,
2,,ーー魔王の部屋でヴェルとロクシー,,,,,none,場面切り替え/BGM切り替え((Drifting_into_Dreamland)/背景切り替え(ヴェルの部屋),16,
4,volcus,ロクシーよ...。,,,L,normal,talk,,9,
5,loxy,うん...。,,,R,normal,talk,,6,
6,volcus,ロクシーよ、今戻った。,,,L,normal,talk,,11,
7,loxy,ん...。ヴォルカス...？ふぁあああ...ずいぶん遅くまで会議してたのね...ヴォルカス。,,,R,normal,talk,,46,
8,volcus,すまぬ。もう明け方であるか。,,,L,normal,talk,,14,
9,loxy,ふぇ...そうね、ふふふ。,,,R,normal,talk,,13,
10,volcus,・・・よく戻った。ロクシー。,,,L,normal,talk,,14,
11,loxy,ヴォルカスただいま。,,,R,normal,talk,,10,
12,volcus,ふむ。,,,L,normal,talk,,3,
13,loxy,えへへ...ね、見て、これ。,,,R,normal,talk,,14,
14,volcus,・・・ほう。そなたと私の子か。,,,L,normal,talk,,15,
15,loxy,そう！...ママには内緒にしてきちゃったけど...てへへ。,,,R,normal,talk,,29,
16,volcus,っふ。そうか。,,,L,normal,talk,,7,
17,loxy,ふふふ。嬉しい。,,,R,smile,talk,,8,
18,volcus,そうか。見ても良いか？,,,L,normal,talk,,11,
19,loxy,うふふ。いいわよ。,,,R,normal,talk,,9,
20,volcus,では...ほう（お腹を触る）！？...ふむ。,,,L,normal,talk,※口角下がり顔,22,
21,loxy,・・・？どうしたの？急に険しい顔して。,,,R,normal,talk,,19,
22,volcus,ふむ。気にするな。幼き命だが、魔王の魔素をしっかり持っているのだなと,,,L,normal,talk,,34,
23,loxy,うん。そう、あなたの子だから。ふふふ。,,,R,smile,talk,,19,
24,volcus,そうか。,,,L,normal,talk,,4,
25,loxy,ね、男の子かな？女の子かな？,,,R,normal,talk,,14,
26,volcus,ふむ。女子(おなご)である。,,,L,normal,talk,,14,
27,loxy,へぇー...ヴォルカスって何でもわかるんだね。,,,R,normal,talk,,23,
28,volcus,ふむ。,,,L,normal,talk,,3,
29,loxy,そっかー、女の子かー...ふふふ...,,,R,smile,talk,,19,
30,volcus,・・・,,,L,normal,talk,,3,
31,loxy,・・・さて、今日はどうしよっか...。なんか、結婚式って言っても、二人だけだし。何していいかわからないね。,,,R,normal,talk,,53,
32,volcus,ふむ。,,,L,normal,talk,,3,
33,loxy,もう寝ちゃったから、髪の毛もぐちゃぐちゃ。夜はちょっと整えたんだけど...。,,,R,normal,talk,,38,
34,volcus,かまわん。,,,L,smile,talk,,5,
35,loxy,うふふ、ありがと。,,,R,smile,talk,,9,
36,volcus,・・・,,,L,normal,talk,,3,
37,loxy,・・・,,,R,normal,talk,,3,
38,volcus,ふむ...ロクシーよ。,,,L,normal,talk,,11,
39,loxy,なに？ヴォルカス。,,,R,normal,talk,,9,
40,volcus,・・・そなたの一生で一度しか目にすることができぬ。,,,L,normal,talk,,25,
41,loxy,・・・うん？,,,R,normal,talk,,6,
42,volcus,よく見ておくとよい。,,,L,normal,talk,,10,
43,loxy,・・・ふふふ。うん。,,,R,normal,talk,,10,
44,volcus,（咳払いをして）我が生涯の友愛を其方に捧ぐことを誓う。この心身が貴女と共に、永遠にあることを愛の女神イルミアに契ろう。,,,L,normal,talk,,59,
44,volcus,願わくば、我が求愛を受け入れてはくれぬか。最愛なる君よ。私はそなたを愛しておる。,,,L,normal,talk,,40,
45,loxy,ふふふ、はい、ヴォルカス様、お願いします。,,,R,smile,talk,,21,
46,volcus,ふむ。騎士の身で姫の寵愛を賜(たまわ)ること、この身に余る幸福である。,,,L,normal,talk,,35,
46,volcus,では、姫よ。その御身を失礼させていただこう。（キスをする）,,,L,normal,talk,,29,
47,loxy,（キスをされる）ん...あ...ん...。,,,R,normal,talk,※照れ顔？,21,
48,volcus,ロクシーよ、愛しておる。,,,L,smile,talk,,12,
49,loxy,・・・ふふふ、久しぶりだからかな。恥ずかしいね。,,,R,smile,talk,,24,
50,volcus,ふむ。,,,L,normal,talk,,3,
51,loxy,・・・ヴェル？,,,R,normal,talk,,7,
52,volcus,・・・どうした。,,,L,cry,talk,,8,
53,loxy,・・・泣いてるの？,,,R,normal,talk,,9,
54,volcus,ふむ。・・・嬉しくてな。,,,L,cry,talk,,12,
55,loxy,ふふふ、私も。,,,R,smile,talk,,7,
56,volcus,ロクシーよ、私は、永遠にそなたと共にあると誓おう。,,,L,smile,talk,,25,
57,loxy,うふふ。どうしたの、大袈裟なんだから。,,,R,smile,talk,,19,
58,volcus,ふむ。,,,L,smile,talk,,3,
59,loxy,・・・ね、ヴォルカス。,,,R,smile,talk,,11,
60,volcus,どうしたロクシーよ。,,,L,smile,talk,,10,
61,loxy,・・・綺麗ね。,,,R,smile,talk,,7,
62,volcus,ふむ。,,,L,smile,talk,,3,
63,loxy,・・・私ね、ここから見る朝日が大好きなの。,,,R,smile,talk,,21,
64,volcus,・・・そうか。,,,L,smile,talk,,7,
65,loxy,今日はお月様も一緒なのね。なんだか私とヴォルカスみたいだね。ふふふ。,,,R,smile,talk,,34,
66,volcus,・・・あれは有明の空に昇る、暁月(ぎょうげつ)という。,,,L,smile,talk,,27,
,,,,,,,,,,
2,,ーーそして、夜が明け、戦争の火蓋が切って落とされる。,,,,,none,場面の切り替え/BGM切り替え(戦闘準備)/背景切り替え,26,045_naval_battle
4,sara,ヴォルカス様、人族の戦艦が見えました。巨大戦艦２０隻、飛行砲台が５０機も見えています。,,,R,angry,talk,,43,
