,,,,,,,,,,
ただ君だけを、守りたいと願う　6章　スクリプト,,,,,,,,,,
No,キャラクター名,日本語,英語,中国語,LR,表情,type,補足コメント,,背景画像名
23,orend,はっはっは、そりゃそうさ。長くやってるからなぁ。,,,L,normal,talk,,24,
24,era,シャンディ、オレンド、ヴェルも！お疲れ様！...はい！これ！,,,L,normal,talk,,30,
25,shandy,あら、イーラちゃん何かしら。,,,R,normal,talk,,14,
26,volcus,コーヒーか。頂戴する。,,,R,smile,talk,,11,
27,orend,はっはっは、ませてんなぁ。サンキューなぁ。,,,R,normal,talk,,21,
28,shandy,ふふふ。ありがと、イーラちゃん。,,,R,normal,talk,,16,
29,era,うん！...ね、ヴェルどう？おいしい？,,,L,normal,talk,,19,
30,volcus,ふむ...（コーヒーを飲んで）エリスのものには劣る。修行をするとよい。が...良き味である。イーラの心がこもっておる。,,,R,smile,talk,,59,
31,era,・・・にへへ。練習して上手になるね！ねっねっ、オレンドとシャンディは？,,,L,smile,talk,,35,
32,shandy,うん。美味しいわよ。,,,R,normal,talk,,10,
33,orend,うめぇうめぇ！ぐっどぐっどさー！,,,R,normal,talk,,16,
34,era,やった！,,,L,normal,talk,,4,
35,volcus,ふむ。,,,R,smile,talk,,3,
36,shandy,（コーヒーを飲んで）・・・ふー...,,,R,normal,talk,,18,
37,orend,（コーヒーを飲んで）・・・はー...。,,,R,normal,talk,,19,
38,volcus,・・・して、オレンドよ。,,,L,smile,talk,,12,
39,orend,あ？何だよヴェル。,,,R,normal,talk,,9,
40,volcus,そなたに伝えねばならぬことがある。,,,L,smile,talk,,17,
41,orend,およ？なんだよ。ヴェル。,,,R,normal,talk,,12,
42,volcus,長旅を世話になった。,,,L,smile,talk,,10,
43,orend,あ？いいっていいって、俺も楽しかったさ。,,,R,normal,talk,,20,
44,volcus,それと、立派な長になったな。,,,L,smile,talk,,14,
45,orend,（鼻先につーんときて泣き始める）・・・お、おいおい...,,,R,cry,talk,,28,
46,volcus,そなたは、私が知る中で最も優れた長の一人である。,,,L,smile,talk,,24,
47,orend,ちょ、ちょっと待てよヴェル...,,,R,normal,talk,,16,
48,volcus,誠に、大義であった。心から礼を言うぞ、オレンドよ。,,,L,smile,talk,,25,
49,orend,おいおい...ぐす...おいおい...ぐす...おい、そ、そりゃ、反則、反則だろおおおお！,,,R,cry,talk,,45,
49,orend,反則だろゔぇるよおぉお...すまねぇ...すまねぇ...ゔぇるよお、ヴォルカス様よおおおお...,,,R,cry,talk,,48,
49,orend,本当に、本当に、守れなくて、すまねええ！すまねぇええよおおぉおぉお！！！,,,R,cry,talk,,36,
50,shandy,ふふふ。,,,L,smile,talk,,4,
51,era,えへへ。,,,L,smile,talk,,4,
52,volcus,ふむ。,,,L,smile,talk,,3,
54,,ーーオレンドが魔王城から逃げている,,,,,none,場面切り替え/背景切り替え/BGM切り替え(凍える雨),17,048_blood_room
56,orend,（走りながら）くそ...サラの呪いが...！弱えけど残ってやがる！頼む！死ぬな！死ぬんじゃねぇ！！,,,L,confuse,talk,,49,
57,silhouette_monster,まて！！とまれ！！,,,R,unique,talk,,9,
58,orend,あぁ！？止まってる暇はねえんだよ！！どけえええええ！！！（飛んで逃げようとする）,,,L,angry,talk,,40,
59,silhouette_monster,貴様！妻を、サラをかえせえええええ！！！（呪術で引き戻そうとする）,,,R,unique,talk,,33,
60,orend,あぁ！？ぐぁ！...おいおい！今はそんなところじゃねぇんだ！,,,L,angry,talk,,30,
61,silhouette_monster,だまれ...だまれ！！ここで、大人しく捕まれ！オレンド！,,,R,unique,talk,,28,
62,orend,うるせぇ！止まれねえんだ！じゃまだああああ！！！,,,L,angry,talk,,24,
63,silhouette_monster,ぐあああ！,,,R,unique,talk,,5,
64,orend,俺は先に行く！！,,,L,angry,talk,,8,
65,silhouette_monster,とまれええ！,,,R,unique,talk,,6,
66,orend,なんなんだよ、なんなんだよ！立ち上がってくんじゃねぇよ！,,,L,angry,talk,,28,
67,silhouette_monster,サラを！サラを...！返せ！,,,R,unique,talk,,14,
68,orend,どけよおおお！！,,,L,angry,talk,,8,
69,silhouette_monster,ぐあああ！....っく....サラを...。,,,R,unique,talk,,22,
70,orend,頼むよ...今この子を呪いから守りながら人の街まで行かなきゃなんねぇ...,,,L,angry,talk,,37,
70,orend,限界なんだよ！手加減なんかもうできねぇんだ！殺しちまう！殺したくねぇんだ！頼むから、どいてくれよ！！！,,,L,angry,talk,,51,
71,silhouette_monster,だ、だまれ！とまれ！とまるんだああ！,,,R,unique,talk,,18,
72,orend,くそ、くそくそ、どけよおおおおおおおお！！！,,,L,angry,talk,,22,
74,,ーーロクシーの故郷について,,,,,none,場面切り替え/背景切り替え,13,049_loxy_town
76,orend,やっとついた...。あぁ？腹減ったか、イーラ。お前も災難だったな。ここ１ヶ月くらい、俺の魔素しか食ってねぇもんな。,,,L,normal,talk,※血まみれ？とか,57,
76,orend,そりゃ腹減るわな。はっはっは。さーてと、どーやって入るかなぁ。魔族は街に入れねぇしなぁ...。,,,L,normal,talk,※血まみれ？とか,46,
76,orend,あー..ちょっとまてよー..人型ってまだあったかなぁ...。あ...。ははは、あったあった。こんなのがあったなぁ..。,,,L,normal,talk,※血まみれ？とか,59,
76,orend,なぁ、イーラ、これみえるかー？俺が大切な人に見せた誕生日プレゼントさ。あんときゃほんとに楽しかったなぁ...。,,,L,normal,talk,※血まみれ？とか,55,
76,orend,で、今生きてるのはこの人だけさ。ははは...他はみんな俺が殺しちまった...,,,L,normal,talk,※血まみれ？とか,38,
76,orend,さて、男の俺はこいつを使うさ。ちょっと気が進まねぇけどな...よっと...んじゃ、最後の仕上げさ。,,,L,normal,talk,※血まみれ？とか,49,
77,shandy,（遠くから）ちょっとー！ねぇー！ここで誰か倒れてるんだけどー！...ねぇあなた大丈夫ー？,,,R,confuse,talk,,44,
78,orend,さて、捕まって記憶を引っ張られちまわないように、まずは...俺の頭を...あと、１時間かな。,,,L,normal,talk,※血まみれ？とか,46,
78,orend,記憶よ消えろっと....おー。どんどん消えてくなーはっはっはー。,,,L,normal,talk,※血まみれ？とか,32,
78,orend,と、俺の大切な魔素ちゃんよ全員、イーラを呪いから守ってくれ。,,,L,normal,talk,※血まみれ？とか,30,
78,orend,その呪いが消えるまで、ずっとな。よっと...ふー...。うっ、くらっときた...すっからかんだなぁー...。,,,L,normal,talk,※血まみれ？とか,54,
78,orend,さて...んじゃ、急いでロクシーの家にいかねぇと...。,,,L,normal,talk,※血まみれ？とか,28,
79,shandy,（少し近くなって）ねぇ、ねぇ！大丈夫ー！？おーい、おーい。,,,R,confuse,talk,,29,
80,orend,おー...消える消える。ばあさんにはイーラも手紙も渡したし、これで...あれ？誰だっけ？,,,L,smile,talk,※血まみれ？とか,44,
80,orend,俺、誰から頼まれてたんだっけ...？手紙...あれ？何持ってきたんだっけ、あー、わっかんねー...あっはっは...。,,,L,smile,talk,※血まみれ？とか,58,
81,shandy,ねぇ、あなた、大丈夫？,,,R,confuse,talk,,11,
82,orend,・・・あ？,,,L,normal,talk,※血まみれ？とか,5,
83,shandy,あ、よかったー...。目が覚めたのね。,,,R,confuse,talk,,19,
84,orend,・・・サラ？,,,L,normal,talk,※血まみれ？とか,6,
85,shandy,ん？私は、シャンディよ。あなたは？,,,R,confuse,talk,,17,
