,,,,,,,,,,
ただ君だけを、守りたいと願う　2章　スクリプト,,,,,,,,,,
No,キャラクター名,日本語,英語,中国語,LR,表情,type,補足コメント,,背景画像名
58,era,うー！さむいさむいさむいー！,,,L,cry,talk,,14,
59,eleth,あら。,,,R,normal,talk,,3,
60,era,うー...あれ？ばあば、ヴェルは？今いなかったー？,,,L,normal,talk,※疑問顔,25,
61,eleth,ちょうど掃除をしに、外へ出られましたよ。,,,R,normal,talk,,20,
62,era,そっか。,,,L,normal,talk,,4,
63,eleth,それより、イーラや。,,,R,normal,talk,,10,
64,era,ん？,,,L,normal,talk,,2,
65,eleth,お風呂場で服を着なさいと、いつも言ってるでしょう。,,,R,normal,talk,,25,
66,era,あ...てへへ。,,,L,smile,talk,,8,
67,,ーー朝ご飯を食べた後、イーラがヴェルに話しかける。,,,,,none,食器と移動のSE,25,
68,era,ごちそーさまー！,,,L,smile,talk,,8,
69,eleth,はい、お粗末様でした。,,,R,normal,talk,,11,
70,volcus,エリスは料理も達者なのだな。,,,R,smile,talk,,14,
71,eleth,そんなことありませんよ。,,,L,normal,talk,,12,
72,volcus,馳走になった。,,,R,smile,talk,,7,
73,eleth,はい。お粗末様です。,,,L,smile,talk,,10,
74,era,ねえ、ねえ！ヴェル！今日もお話して。魔族のお話！ヴェルの知ってること！,,,L,smile,talk,,35,
75,volcus,ふむ。...では、今度はヴォルカスの従者達の話をしよう。,,,R,smile,talk,,28,
76,era,え〜、また？「ヴォルカス」の話じゃなくて？,,,L,normal,talk,※疑問顔,21,
77,volcus,ふむ。その者のことも知っておるが、なんとなく気恥ずかしいのだ。,,,R,smile,talk,,31,
78,era,ふーん。じゃあ〜いつかは話してくれる？,,,L,normal,talk,,19,
79,volcus,約束しよう。,,,R,smile,talk,,6,
80,era,にへへー。じゃあ今日もヴォルカスのお友達の話でいいよ。,,,L,smile,talk,,27,
81,volcus,お友達か。変わった表現をする。,,,R,smile,talk,,15,
82,era,うーん、そうかな？仲がいい人はみんな友達だよ？,,,L,normal,talk,,23,
83,volcus,・・・ふむ。わかった。今度から友人と、そう呼ぶこととしよう。,,,R,smile,talk,,30,
84,era,わかればよろしい。ヴェルはいい子ね。,,,L,normal,talk,,18,
85,volcus,ふむ。,,,R,smile,talk,,3,
86,era,じゃあ〜聞かせて、ヴォルカスのお友達のお話。,,,L,normal,talk,,22,
87,volcus,わかった....。魔王ヴォルカスには友人が二人おった。,,,R,smile,talk,,27,
88,volcus,共に戦場へ出向く弟のような者と城でのことを良く取り仕切る姉のような者。,,,R,smile,talk,,35,
89,volcus,それぞれオレンドとサラという。二人とも達者な魔術師であった。,,,R,smile,talk,,30,
90,volcus,オレンドは何にでも化ける傀儡師、サラは死人兵も作れる呪術師であった。,,,R,smile,talk,,,
91,era,死人兵って何？,,,L,normal,talk,※疑問顔,7,
92,volcus,ふむ。イーラは目にしたことがないか。魔術によって死人を戦わせる術がある。命なき戦う者達のことだ。,,,R,smile,talk,,48,
93,era,へえー。見てみたい！,,,L,normal,talk,,10,
94,volcus,ほう。では、いつか見かけたら居場所を教えることとしよう。,,,R,smile,talk,,28,
95,era,にへへ、待ってるね。,,,L,normal,talk,,10,
96,volcus,うむ...。これはその二人の友人のうちのオレンドという者の話だ。少々過激になるがよいか。,,,R,smile,talk,,44,
97,era,また戦争の話？,,,L,normal,talk,,7,
98,volcus,まぁ、そうだ。思い返せば、いつの時代にも戦しかしておらぬものでな。,,,R,smile,talk,,33,
99,era,へえーそうなの...？うん。いいよ！大丈夫。,,,L,normal,talk,,22,
100,volcus,では。オレンドは、つくづく戦うことが好きであった。,,,R,smile,talk,,25,
