,,,,,,,,,,
ただ君だけを、守りたいと願う　5章　スクリプト,,,,,,,,,,
No,キャラクター名,日本語,英語,中国語,LR,表情,type,補足コメント,,背景画像名
65,sara,それで、やっとの思いで持ち帰ってきたものがこれですか。,,,R,confuse,talk,,27,
66,loxy,そうなのよ！ほんっとに大変だったのよ！,,,L,normal,talk,,19,
67,sara,はぁ。一応聞きますが、どうやって上がってきたんですか？,,,R,confuse,talk,,27,
68,loxy,え？えっと、オレンドが鳥になって...,,,L,normal,talk,,19,
70,,ーー鳥になってロクシーとつかんで飛ぶオレンド,,,,,none,背景切り替え,22,040_ruins_hole
71,orend,お...重めぇ...へびぃだぜ...,,,R,normal,talk,,18,
72,loxy,ちょ！ちょっと！レディに対して失礼よ！,,,L,angry,talk,,19,
73,orend,う...これ以上重すぎてあがれねぇぜ...むりだむりだぁぁ！遺物をすててくれえ！大事なやつ以外全部！！オール！,,,R,confuse,talk,,55,
74,loxy,ぜ！全部大事なの！,,,L,angry,talk,,9,
75,orend,あっはっは...じゃ、じゃあ落ちるぜ...,,,R,normal,talk,,21,
76,loxy,ま！まって！わかった！捨てる！捨てるわよ！！,,,L,normal,talk,,22,
