,,,,,,,,,,
ただ君だけを、守りたいと願う　5章　スクリプト,,,,,,,,,,
No,キャラクター名,日本語,英語,中国語,LR,表情,type,補足コメント,,背景画像名
23,orend,はっはっはー！近衛（このえ）だけど若けえからなぁ！人手が足りない時は雑用よ！クリーニング！,,,R,normal,talk,,45,
24,loxy,そうなんだー。ちょっと意外。,,,L,normal,talk,,14,
25,orend,はっはっはー！でよ、水がなんっかへーんな感じに流れるからなんだろーなぁーって思ってみたら！よ！,,,R,normal,talk,,47,
26,loxy,な...なんだろう。どうやって開けるんだろう。ねぇ、どうやってあけるの？,,,L,normal,talk,,36,
27,orend,んー。わっかんねー。はっはっは！,,,R,normal,talk,,16,
28,loxy,そうだと思った。うーん...どこかなぁ、何か仕掛けでもあるのかなぁ...うーん。,,,L,normal,talk,,40,
29,orend,うーん。うーん。うーん。,,,R,normal,talk,,12,
30,loxy,ここにも何もない。こっちは？うーん..ない。あ、あそこの机の下は...？ないなぁ...。,,,L,normal,talk,,44,
31,orend,うーん...あ！,,,R,normal,talk,,8,
32,loxy,ん？何？どうしたの？,,,L,normal,talk,,10,
33,orend,おれ、閃いちゃったわけよ！はっはっはー！なーに！簡単さ！床によ！穴を開けちまえばいいのさー！,,,R,normal,talk,,46,
34,loxy,ちょっと！そんなことしていいの？,,,L,normal,talk,,16,
35,orend,大丈夫さぁ！あとで埋めときゃいいんだろー！,,,R,normal,talk,,21,
36,loxy,そ、そうかなぁ！？,,,L,normal,talk,,9,
37,orend,はっはっはー！これならいけるだろー？,,,R,normal,talk,,18,
38,loxy,う、うん。いけるけど...いいのかな...。,,,L,normal,talk,,22,
39,orend,だーいじょうぶだーいじょうぶ、やっちまおーぜー！,,,R,normal,talk,,24,
40,sara,オーレーンードー...。,,,L,angry,talk,BGMなくなる,12,
41,orend,い...あ、あはは...サラ...お、おはよう、グッドモーニン..。,,,R,confuse,talk,,34,
42,sara,あら。今はこんばんわ、の時間のはずですけど？ついに時間もわからなくなったのかしら？,,,L,angry,talk,BGM切り替え(ピンチ_-_8bit),39,
43,orend,そ、そーなんだよ！おーっと、もうこんな時間かー！よーし...,,,R,normal,talk,,30,
44,sara,で、あなたここで何をしようとしていたのかしらーーー。,,,L,angry,talk,,26,
45,loxy,こっそーり...,,,R,normal,talk,,8,
46,sara,ことと次第によっては、ただじゃおかないわよ...。,,,L,angry,talk,,25,
47,orend,いやいや...ちげーんだ！ちげーんだよ！,,,R,confuse,talk,,20,
48,sara,へー。何が違うんですか？,,,L,angry,talk,,12,
49,loxy,こっそーりこっそーり。,,,R,normal,talk,,11,
50,orend,あー...いやー...はっはっはー..,,,R,normal,talk,,19,
51,orend,ロクシーパース！(ロクシーのバッグの中の道具に取り憑いて隠れる),,,R,unique,talk,,32,
52,sara,あ！こら！はぁ...。で、ロクシーさん、あなたも何をしようとしていたのかしら？,,,L,angry,talk,,39,
53,loxy,ギク...,,,R,confuse,talk,,5,
54,sara,一人で抜け出そうなんて、あなたもいい度胸ね。,,,L,angry,talk,,22,
55,loxy,なななな、なぁにもしようとしてないわよー...,,,R,normal,talk,,23,
56,sara,本当かしらね、ではあなたの魂に直接聞くことにしようかしら。,,,L,angry,talk,,29,
57,loxy,ひっ！くぅぅ！こうなったらぁぁ...！しゅたあ！,,,R,confuse,talk,,24,
58,sara,あ！こら！待ちなさい！はぁ...はぁ...ふふふふふ,,,L,angry,talk,,26,
59,loxy,逃げるが勝ちよ！！ふふふ....はあ、危なかったー...はぁはぁ！逃げ足はぴかいちなんだから！！！,,,R,confuse,talk,背景切り替え,49,028_Inside_Castle
60,sara,待ーちなさいロクシーこらあああ！！！,,,L,angry,talk,,18,
61,loxy,ええええ！ちょ、サラさんが走って追いかけてきたあああ！,,,R,confuse,talk,,27,
62,sara,今日という今日はー！！はぁ！！逃がさないわよおおお！,,,L,angry,talk,,26,
63,loxy,いやああああ！,,,R,confuse,talk,,7,
64,orend,あー楽だぜー！イージーイージー。,,,R,normal,talk,,16,
65,sara,ロクシー！！はぁ...！ヴォルカス様が許してるとはいえ！！やりすぎよ！,,,L,angry,talk,,35,
66,loxy,いやいやいやいや！今度こそ死んじゃううううう！はぁ...！はぁ...！何か、何か！！,,,R,confuse,talk,,42,
67,sara,待ちなさああああい！,,,L,angry,talk,,10,
68,loxy,ひいい！はぁはぁ！なにか...はぁ...そうだ！サラさん...！(立ち止まって指を刺す)あっ！見て！ゴースト族が！！,,,R,confuse,talk,,58,
69,sara,はぁはぁ！ふふふふふふふふふふふふふふふふふ...,,,L,angry,talk,,25,
70,loxy,い...いやああああ！意味なああああい！何か、何か...は！あった！（バッグを投げ捨てて）ごめん！オレンド！！,,,R,confuse,talk,,55,
71,orend,げ！！お、おい！ロクシー,,,R,confuse,talk,,12,
72,loxy,ごめんおれんどおおおお！(その場から離れる),,,R,confuse,talk,,22,
73,orend,お！おい！ちょ、ちょっとまて..,,,R,confuse,talk,,16,
74,sara,オーレーンードー...,,,L,angry,talk,,11,
75,orend,あ...あっはっはー。,,,R,smile,talk,,11,
76,sara,さてと。出汁が出なくなるまで、あなたの魂絞ってあげるわね...,,,L,angry,talk,,31,
77,orend,い、いや、ま、待ってくれ...,,,R,confuse,talk,,15,
78,sara,待ちませんよ。ふふふふふふふふふふふふふ,,,L,angry,talk,,20,
79,orend,いやああああああああああ！ばっどぉぉぉぉぉぉぉぉぉぉぉぉぉ,,,R,confuse,talk,,29,
80,,ーーオレンドが気を失って,,,,,,,12,
81,sara,・・・さて、もう１匹の小鼠も出ていらっしゃい。,,,L,angry,talk,,23,
82,loxy,ひっ！,,,R,confuse,talk,,3,
83,sara,逃げずに様子を見てるなんて、いい度胸してるわね...。,,,L,angry,talk,,27,
84,loxy,に！にげ...！ひいいい！足が！,,,R,confuse,talk,,16,
85,sara,誰かにも言ったことがあるんだけど、逃げる時はちゃんと逃げないとダメよ？,,,L,angry,talk,,35,
86,loxy,ちょ...あぇぇえあぁあ！！し...死体！！？,,,R,confuse,talk,,23,
87,sara,うふふふ。城内には私の死人(しびと)がいっぱいなんだから。,,,L,smile,talk,,29,
88,loxy,ちょちょちょちょっと！降参！降参！こうさああああん！,,,R,confuse,talk,,26,
89,sara,あら、降参なんてないわよ。ふふふふふふふふふふふ。死人と一晩中楽しく踊るといいわ...。好きでしょ？,,,L,angry,talk,,50,
90,loxy,ま、まって！私！お..おばけとか、ゾンビとか...！,,,R,confuse,talk,,26,
91,sara,好きよね？ね？,,,L,smile,talk,,7,
92,loxy,ひいっ！（心臓を握られる感覚がする）うぅっ！す...すきです！！大好きですぅ！！,,,R,confuse,talk,,40,
93,sara,そう。じゃあ、よかったわね。おやすみなさい。ロクシーさん、良い夢を。,,,L,smile,talk,,34,
