,,,,,,,,,,
ただ君だけを、守りたいと願う　4章　スクリプト,,,,,,,,,,
No,キャラクター名,日本語,英語,中国語,LR,表情,type,補足コメント,,背景画像名
25,orend,・・・強くなる、強くなってよ、いつかほんとの長になってよ、大切な仲間みんな守れるような長になるよ...,,,L,cry,talk,,51,
26,sara,はぁ、なぜそれを私に言うんですか。,,,R,confuse,talk,,17,
27,orend,・・・わかんねぇよ。わかんねぇけど、俺が長になったら、あんたも守ってやるから...俺、もう折れねぇよ...,,,L,cry,talk,,53,
28,sara,はぁ。では、その時はお願いしますね。布です。泥でも涙でも、好きなものを拭いてください。魔王城でお待ちしています。,,,R,confuse,talk,,56,
30,,ーー魔王城へオレンドが訪れる,,,,,none,場面切り替え/背景切り替え/BGM切り替え(朝日の昇る風景),14,028_Inside_Castle
31,volcus,オレンドよ。そなたの願いは聞き届けよう。,,,L,smile,talk,,20,
32,orend,ありがとうございます！,,,R,smile,talk,,11,
33,volcus,して、その姿はなんなのだ。,,,L,smile,talk,,13,
34,orend,へ？あぁ、先日の傀儡が壊れてしまったので、変えました。,,,R,normal,talk,,27,
35,volcus,ふむ...確かに傀儡師とは不便なものだな。姿・形や声も変わるのだな。,,,L,smile,talk,,34,
36,orend,そうです。,,,R,normal,talk,,5,
37,volcus,ふむ。,,,L,smile,talk,,3,
38,orend,あ、あー...わかりにくくて、すみません...。ソーリー、ソーリー？こんなんでいかがでしょう。,,,R,normal,talk,,47,
39,volcus,ほう。まぁよい。好きにせよ。,,,L,smile,talk,,14,
40,orend,あ..ありがとうございます。...サンキューなぁ。,,,R,normal,talk,,25,
41,volcus,オレンドよ。しばらく、城内で勤めると良い。,,,L,smile,talk,,21,
43,,ーー時は今に戻り、オレンドが目覚める。,,,,,none,場面切り替え/背景切り替え,19,024_rest_rooms
45,orend,う...,,,L,normal,talk,※目から覚めた感じのイラストがあれば,4,
46,volcus,ふむ。,,,R,smile,talk,,3,
47,orend,・・・いてて...あったまいーて...,,,L,normal,talk,※目から覚めた感じのイラストがあれば,19,
48,volcus,起きたか。,,,R,smile,talk,,5,
49,orend,・・・あぁ。ヴェル...。,,,L,normal,talk,,13,
50,volcus,ふむ。記憶は戻ったか。,,,R,smile,talk,,11,
51,orend,・・・あぁ。全部思い出した...,,,L,normal,talk,,16,
52,volcus,ほう、そうか。ふむ。,,,R,smile,talk,,10,
53,shandy,くぅー...すーぅー...おれんどー...。,,,R,normal,talk,※寝てる顔？があれば,22,
54,volcus,皆がそなたの帰りを待っておった。,,,R,smile,talk,,16,
55,orend,・・・シャンディ...,,,L,normal,talk,,11,
56,volcus,して、オレンドよ、魔力はあるのか。,,,R,smile,talk,,17,
57,orend,あ...？うーん...いや、ない。,,,L,normal,talk,,17,
58,volcus,そうか。ふむ。大丈夫か？,,,R,smile,talk,,12,
59,orend,え？あー...ちょっとまだ頭いてーけど、大丈だ。問題ねぇ。,,,L,normal,talk,,31,
60,volcus,ほう。では、私は部屋へ戻る。イーラが待っておるのでな。,,,R,smile,talk,,27,
61,orend,お、おう。なぁヴェル。,,,L,normal,talk,,11,
62,volcus,ふむ。,,,R,smile,talk,,3,
63,orend,その...サンキューな。やっぱ、運命の出会いだったな。,,,L,normal,talk,,27,
64,volcus,ふむ。そうだな。,,,R,smile,talk,,8,
65,orend,はっはっは！...あ、痛てて。,,,L,normal,talk,,15,
66,volcus,ふむ...。オレンドよ。,,,R,smile,talk,,12,
67,orend,ん？,,,L,normal,talk,,2,
68,volcus,そなたの魔素がイーラの元へ戻った。,,,R,smile,talk,,17,
69,orend,・・・そうかい。,,,L,normal,talk,,8,
70,volcus,ふむ。不思議なこともあるのだな。では、オレンドよ、良き夢を。,,,R,smile,talk,,30,
71,orend,お、おう。おやすみヴェル。,,,L,normal,talk,,13,
72,shandy,くぅー。すーぅ。オレンドー。オレンドー...。,,,R,normal,talk,,23,
73,orend,・・・おぉ...ありがとう、シャンディ、サンキューなぁ...。,,,L,normal,talk,,31,
,orend,随分寝こけてたみてーだし、明日から頑張るかー！・・・俺は、シャンディがいてくれて、ハッピーだぜえ。,,,L,normal,talk,,49,
75,,翌日より、オレンドは調子を取り戻した。相当心配をしたのか、拍子抜けをしたシャンディの顔がなんとも見ものであった。,,,,,talk,,56,
,volcus,それからは何事もなかったかのように旅が続くのであった。,,,R,smile,talk,,27,
,volcus,なんとも、ひょうきんな男だ。して、私たちはゆっくりと、確実に目的の地へ近づいていく。,,,R,smile,talk,,42,
77,,ーー車の中でイーラとシャンディが会話する,,,,,none,BGM切り替え(A_Pleasant_Day),20,
78,era,よし！できた！,,,L,normal,talk,,7,
79,shandy,おめでとー！イーラちゃん、お疲れ様。,,,R,normal,talk,,18,
80,era,うん！うふふ。嬉しいなぁ！ママのお話。,,,L,normal,talk,,19,
81,shandy,きっと皆喜んでくれるわよ。,,,R,normal,talk,,13,
82,era,うん！,,,L,normal,talk,,3,
83,shandy,オレンドもちゃんと色々と教えてくれたかしら？,,,R,normal,talk,,22,
84,era,うん！ママのことも、ヴォルカスのことも、私のことも教えてくれた！,,,L,normal,talk,,32,
85,shandy,そうなのね！よかったわね。じゃあ、後でみんなに読んでもらいましょうか。,,,R,normal,talk,,35,
86,era,うん！ふぅー！疲れたー！,,,L,normal,talk,,12,
87,shandy,お疲れ様。何か飲み物でも持ってくる？,,,R,normal,talk,,18,
88,era,うーん...あ！ねぇ！、シャンディはコーヒーって好き？,,,L,normal,talk,,27,
89,shandy,コーヒー？私は好きよ。でも、最近はあんまり飲んでないかなぁ。,,,R,normal,talk,,30,
90,era,そっか。,,,L,normal,talk,,4,
91,shandy,どうしたの？,,,R,normal,talk,,6,
92,era,ううん。ヴェルはね、コーヒーが好きなの。ちょっとだけうちにいた時はいつもコーヒーを飲んでたなぁって！,,,L,normal,talk,,50,
93,shandy,あら、そうだったの！,,,R,normal,talk,,10,
94,era,うん！,,,L,normal,talk,,3,
95,shandy,じゃあ！淹れ方を教えてあげよっか？,,,R,normal,talk,,17,
96,era,いいの！？知りたい！,,,L,normal,talk,,10,
97,shandy,いいわよー！じゃあ、お湯を沸かすからちょっと待っててね。,,,R,normal,talk,,28,
98,era,うん！ありがと！,,,L,normal,talk,,8,
100,,ーーお湯が沸いたので、二人ともキッチンへ行く。,,,,,,,23,
101,shandy,さ！お湯が沸いたわよー！,,,R,normal,talk,,12,
102,era,はーい！,,,L,normal,talk,,4,
103,shandy,さて、で。コーヒーは豆を挽くところから。この仕掛けに入れて...こうやって回すの。それ！ぐーるぐる。,,,R,normal,talk,,50,
104,era,わ！へぇ〜！,,,L,normal,talk,,6,
105,shandy,コーヒーの香りがしてくるでしょー？,,,R,normal,talk,,17,
106,era,わぁ！ほんとだ！,,,L,normal,talk,,8,
107,shandy,さ、イーラちゃんもやってみて。はい。,,,R,normal,talk,,18,
108,era,うん！ぐーるぐる...。なんかたのしー！,,,L,normal,talk,,20,
109,shandy,うふふ。でね、豆が挽けたら、今度はこれ、抽出器よ。,,,R,normal,talk,,25,
110,era,ねぇ、これはなに？,,,L,normal,talk,,9,
111,shandy,この上に粉を出して、上からゆっくりお湯をかけるの。そうすると、この抽出機の横からコーヒーが出てくるのよ。,,,R,normal,talk,,52,
112,era,へー！コーヒーって大変なのね！,,,L,normal,talk,,15,
113,shandy,そんなことないわ、どんな飲み物も、いろーんな人が手間暇かけて作っているのよ。,,,R,normal,talk,,38,
114,era,へぇー！教えてくれてありがと！,,,L,normal,talk,,15,
115,shandy,うふふ。,,,R,normal,talk,,4,
116,era,ね！やってみてもいい？,,,L,normal,talk,,11,
117,shandy,いいわよ〜。そーっと、ゆーっくりね。,,,R,normal,talk,,18,
118,era,そーっと...そーっと...あ！コーヒー出てきた！,,,L,normal,talk,,25,
119,shandy,うふふ。イーラちゃん上手よー。,,,R,normal,talk,,15,
120,era,ゆーっくり、ゆーっくり...ね！これくらいかな！？,,,L,normal,talk,,25,
121,shandy,そうね。はい！イーラちゃんの初コーヒー！,,,R,normal,talk,,20,
122,era,やったー！ね、美味しいかな？,,,L,normal,talk,,14,
123,shandy,自分で淹れた初めてのコーヒーだし、きっと美味しいかもね。,,,R,normal,talk,,28,
124,era,うん！いただきまーす。,,,L,smile,talk,,11,
125,era,・・・ずず・・・うっ...,,,L,confuse,talk,,13,
126,shandy,どう？どう？,,,R,normal,talk,,6,
127,era,う、うむ。よき味である。,,,L,confuse,talk,,12,
128,shandy,ぷ...ぷくく...あら、そっくりね。,,,R,smile,talk,,19,
129,era,う、うむ。,,,L,confuse,talk,,5,
