,,,,,,,,,,
ただ君だけを、守りたいと願う　4章　スクリプト,,,,,,,,,,
No,キャラクター名,日本語,英語,中国語,LR,表情,type,補足コメント,,背景画像名
45,volcus,ふむ。焦らぬことだ。,,,R,smile,talk,,10,
46,era,あー...がぶっ！（もぐもぐ）,,,L,normal,talk,,15,
47,volcus,・・・ふむ。(食べ物を配っている人に)すまんが、こちらにも一つ水をもらえるか。,,,R,smile,talk,,39,
48,era,あー...がぶっ！もぐもぐ。あー...がぶう！...！？.,,,L,normal,talk,,29,
49,era,.んぐぅ！んー！んー！,,,L,confuse,talk,,11,
50,volcus,ふむ。...イーラよ、水だ。,,,R,smile,talk,,14,
51,era,んっ！んっ！(水を飲む)...ぷはぁ！助かったぁ...ヴェル、ありがとー...,,,L,normal,talk,,39,
52,volcus,ふむ...焦らぬことだ。,,,R,smile,talk,,12,
53,era,てへへー...。,,,L,normal,talk,,8,
54,,ーー休憩が終わるか、終わらないかくらいのタイミングで少ししてシャンディが来る,,,,,,,38,
55,shandy,さ！みんな、リハーサルやるわよー！後ちょっと！頑張りましょう。,,,R,normal,talk,,31,
56,volcus,ふむ。,,,L,smile,talk,,3,
57,era,ヴェルがんばれー！,,,R,normal,talk,,9,
58,volcus,ふむ...。イーラよ。そなたも共に来ると良い。,,,L,smile,talk,,23,
59,era,ふぇ？,,,R,normal,talk,※疑問顔,3,
60,volcus,イーラの渾身の処女作だ。,,,L,smile,talk,,12,
61,era,・・・いいの？邪魔にならないかな...。,,,R,normal,talk,※疑問顔,20,
62,orend,はっはっはー！なるわけないだろう！当然さ！,,,R,normal,talk,,21,
63,era,わっわ！？,,,L,confuse,talk,,5,
64,orend,脚本家は演者とおんなじだけ立派さ！グッドグッドー！,,,R,normal,talk,,25,
65,era,そうなの？,,,L,normal,talk,※疑問顔,5,
66,orend,はっはっはー！そうさ！脚本家だけじゃないさ！みーんな！おんなじだけ立派さ！,,,R,normal,talk,,37,
67,era,でも...,,,L,normal,talk,,5,
68,orend,シャイガールだなぁ！舞台だって、１番にイーラにみて欲しいって言ってたぜー！,,,R,normal,talk,,37,
69,era,本当？,,,L,normal,talk,,3,
70,orend,ほんと！ほんとさあ！,,,R,normal,talk,,10,
71,era,・・・そっか。そっか！,,,L,normal,talk,,11,
72,volcus,ふむ。,,,R,smile,talk,,3,
73,era,いく！私もみる！,,,L,normal,talk,,8,
74,orend,はっはっはー！よっしゃー！見に行こーぜー！ごーごー！,,,R,normal,talk,,26,
76,,ーー劇場に入る。,,,,,,,8,043_Acuelli_theate2
77,shandy,イーラちゃんどうぞー。,,,R,normal,talk,,11,
78,era,わぁー！すごい...！,,,L,normal,talk,,11,
79,volcus,ふむ。,,,R,smile,talk,,3,
80,orend,ははは！脚本家のイーラ先生！この舞台はどーおですかー！,,,R,normal,talk,,27,
81,era,わあー！,,,L,normal,talk,,4,
82,volcus,ほう。,,,R,smile,talk,,3,
83,orend,はっはっはー！俺達の過去最高の出来！ベストさあ！,,,R,normal,talk,,24,
84,era,わー...ぐす...,,,L,cry,talk,,10,
85,orend,およ？,,,R,normal,talk,,3,
86,shandy,ちょっと座長！そんなところで...ってイーラちゃん...,,,R,normal,talk,,28,
87,era,・・・ぐす...すごい...ぐす...,,,L,cry,talk,,19,
88,orend,そうだろそうだろー。すげーだろおー！,,,R,normal,talk,,18,
89,era,ぐす...うん...ひっく.うん...,,,L,cry,talk,,19,
90,shandy,イーラちゃん...ありがとう、喜んでくれて。,,,R,normal,talk,,22,
91,era,ぐす...うん...ひっく、うん...,,,L,cry,talk,,19,
92,shandy,すごいでしょう。,,,R,normal,talk,,8,
93,era,ぐす...うん...ひっく.うん...,,,L,cry,talk,,19,
94,shandy,みーんなの力をあわせたらね。なんだってできるのよ。,,,R,normal,talk,,25,
95,era,ひっく...うん。わたし...わたし...本当にオレンドとシャンディと一緒で...一緒で...ひっく,,,L,cry,talk,,50,
96,shandy,うん。,,,R,normal,talk,,3,
97,era,ぐす...楽しかった...！楽しかったぁー...！,,,L,cry,talk,,25,
98,shandy,うん。そうね。私たちも楽しかったわ。,,,R,normal,talk,,18,
99,era,・・・ふぇえええ....,,,L,cry,talk,,12,
100,orend,あっはっは...そんな喜んでもらえると、なんか、照れるなぁ。,,,R,normal,talk,,30,
101,era,・・・オレンドおお、シャンディー。ありがとおお。,,,L,cry,talk,,24,
102,shandy,いいのよ。こちらこそ脚本を頑張って描いてくれてありがとう。,,,R,normal,talk,,29,
103,era,うん...うん....ぐす...。,,,L,cry,talk,,17,
104,volcus,ふむ....。泣くなイーラよ。,,,R,smile,talk,,15,
105,era,ぐす...ふぇ...ぐす...ヴェル...。,,,L,cry,talk,,22,
106,volcus,しかと見届けるのだ。そなたのために努めた者共の忠義を。,,,R,smile,talk,,27,
107,era,う...ぐす...,,,L,cry,talk,,9,
108,shandy,ヴェルさん...,,,R,normal,talk,,8,
109,volcus,そしてその忠義に答えるのだ。王たるもの泣くのは最後と決まっておる....。皆が待っておろう。,,,R,smile,talk,,46,
110,era,・・・ヴェル...うん、私...ちゃんと見る...。ちゃんとみて、今からでも、もっと良い演劇にする！,,,L,cry,talk,,50,
111,orend,およよ？はっはっは！,,,R,normal,talk,,10,
112,shandy,・・・ふふふ。,,,R,normal,talk,,7,
113,orend,おっしゃー。やるかねー！気分はさいこーだぜー！グッドグッドー！,,,R,normal,talk,,31,
114,volcus,ふむ。では私も演者の一人なのでな。イーラよ。私がタコのようになっていないか見ておいてくれ。,,,R,smile,talk,,45,
115,era,うん！ありがと！ヴェル！,,,L,normal,talk,,12,
116,volcus,ふむ。,,,R,smile,talk,,3,
117,era,ね！ヴェルは何役なの？,,,L,normal,talk,,11,
118,volcus,・・・ふむ。ヴォルカスという。魔王である。,,,R,smile,talk,,21,
119,orend,おーし！ばっちり決めてやろーぜー！,,,R,normal,talk,,17,
120,shandy,じゃー！みんなー！深呼吸してー！落ち着くのよー！バタバタのまま演技に入ったらだめよ！すーはーすーはー。,,,R,normal,talk,,51,
,shandy,落ち着いてー、リラックスしてー。すーはーすーはーふぅー。はい！じゃあ、ワンシーンずつ確認していくわよー！,,,R,normal,talk,,52,
122,,ーー演劇当日、イーラ開演のアナウンスをする。,,,,,none,拍手のSE/BGM切り替え(森のカフェにようこそ),22,
123,era,劇場に訪れてくれた皆さん初めまして。私は魔王の娘イーラです。今日、この劇場で皆さんに会えたことを心から嬉しく思います。,,,L,normal,talk,,59,
123,era,それと、どうか、怒らないでください。私は、ちょうど戦いが終わった後、生まれ、ひっそりと人の街で育ってきました。,,,L,normal,talk,,55,
123,era,戦いは知りません。きっと無責任だと怒る人がいるかもしれません。そうです。本当にごめんなさい。,,,L,normal,talk,,46,
123,era,いくつかの人の街をみて、私は皆さんをとても尊敬しています。みんな毎日を頑張って、こんなに綺麗な街があって、,,,L,normal,talk,,53,
123,era,こんなに平和な世界を作って、その世界はこんなにたくさんの笑顔に溢れています。,,,L,normal,talk,,38,
,era,ちょっと冒険しただけですが、たーくさんの宝物と私は出会いました。,,,L,normal,talk,,32,
124,era,話は変わりますが、私には母がいません。戦いの最中(さなか)、亡くなったそうです。,,,L,normal,talk,,40,
124,era,そうです、というのは実際にあったことがないからです。生前はトレジャーハンターをしていました。,,,L,normal,talk,,46,
124,era,そして母は皆さんと同じ普通の人間の女性でした。,,,L,normal,talk,,23,
124,era,その女性が戦争の中で魔王の城へ行き、魔王の心を射止め、そして亡くなるまでの、数奇（すうき）な物語を、演劇にしました。,,,L,normal,talk,,58,
124,era,わがままなお願いですが、ぜひみなさま、変わり者の母と、母を愛した魔王とその友達の物語を覚えて帰ってくれたら、,,,L,normal,talk,,54,
,era,そして、あなたの大切なものをより愛しく思ってもらえたら、私は幸せです。,,,L,normal,talk,,35,
125,era,それでは、長くなりましたが、ご来場の皆さん、演劇の世界へいってらっしゃい。,,,L,normal,talk,,37,
127,,ーーただ君だけを、守りたいと願う〜開演〜,,,,,,,20,
