,,,,,,,,,,
ただ君だけを、守りたいと願う　6章　スクリプト,,,,,,,,,,
No,キャラクター名,日本語,英語,中国語,LR,表情,type,補足コメント,,背景画像名
73,silhouette_monster,で、近衛の傀儡師は戻るのか！くだらん人族のお守りに出て、まさか戦場に戻らんのか！こんな窮地に！,,,R,normal,talk,,47,
74,sara,・・・！！！黙りなさい！！オレンドは戦火が上がる前には戦線へ戻る予定です。,,,L,angry,talk,,37,
75,silhouette_monster,・・・落ち着きなされ。,,,R,smile,talk,,11,
76,sara,・・・失礼しました。,,,L,confuse,talk,,10,
77,silhouette_monster,ふふふ、サラ様が動揺するなんて珍しいわねぇ。,,,R,cry,talk,,22,
78,silhouette_monster,っけ！！で、まーた人族の女を連れて帰ってくんだろー！！,,,R,normal,talk,,27,
79,sara,そ、それは...。,,,L,confuse,talk,,9,
80,silhouette_monster,こっちは命懸けで戦ってんのによ。あー、もうやめだやめだ。俺たち悪魔族は次の戦線には参加しねぇ。（会議を出ていく）,,,R,normal,talk,,56,
81,silhouette_monster,むぅ...。数が多い悪魔が出なくては、戦線の維持も苦しいか...。,,,R,smile,talk,,33,
82,silhouette_monster,そうねぇ...。,,,R,cry,talk,,8,
83,sara,・・・。龍人様、淫魔様、悪魔の長を止めてもらえませんか。・・・お願いします。,,,L,confuse,talk,,38,
84,silhouette_monster,・・・サラ殿...。,,,R,smile,talk,,10,
