,,,,,,,,,,
ただ君だけを、守りたいと願う　6章　スクリプト,,,,,,,,,,
No,キャラクター名,日本語,英語,中国語,LR,表情,type,補足コメント,,背景画像名
71,sara,あら、そんなに悪いかしら。私の顔色。,,,R,cry,talk,,18,
72,loxy,ふふふ。真っ白よ。,,,L,normal,talk,※苦しそうなイラストがあれば,9,
73,orend,あ！？・・・お、おい！サラ...,,,L,confuse,talk,,16,
74,sara,ばれちゃったかしら。私も。自分を呪ったの。,,,R,cry,talk,,21,
75,orend,おおおおおいおいおいおいおいおい,,,L,confuse,talk,,16,
76,sara,ふふふ。真っ暗ってこんなに怖いのね。,,,R,cry,talk,,18,
77,loxy,サラさん...。ゲホゲホッ！,,,L,normal,talk,※苦しそうなイラストがあれば,14,
78,orend,お、おいロクシー！,,,L,confuse,talk,,9,
79,loxy,大丈夫、ありがとうオレンド...ぜぇ。なんで？なんでサラさんまで？,,,L,normal,talk,※苦しそうなイラストがあれば,33,
80,sara,色々あるわ。ヴォルカス様を裏切ったこと、親友を殺してしまうこと...結局こんなになって、非情になりきれない自分にも..,,,R,cry,talk,,59,
81,loxy,そう...,,,L,normal,talk,,5,
82,sara,・・・オレンド、ちょっといいかしら。,,,R,cry,talk,,18,
83,orend,な、なんだよ。,,,L,confuse,talk,,7,
84,sara,私をロクシーの近くに連れて行ってもらえるかしら？,,,R,cry,talk,,24,
85,orend,・・・ほら、つかまれよ。,,,L,confuse,talk,,12,
86,sara,ふふふ。ありがとう。,,,R,cry,talk,,10,
87,orend,・・・。,,,L,normal,talk,,4,
88,sara,オレンドの手ってこんなに暖かいのね。,,,R,cry,talk,,18,
89,orend,お、へ？な、あ！？,,,L,shyness,talk,※照れ顔,9,
90,loxy,ふふふ。,,,L,normal,talk,※苦しそうなイラストがあれば,4,
91,sara,うふふふふ。ありがとう、オレンド。えっと、ロクシー？（ロクシーを手探りで探して）,,,R,cry,talk,,40,
92,loxy,サラさんここよ。,,,L,normal,talk,,8,
93,sara,あ....（抱きついて）ロクシー...ごめんなさい。ごめんなさいね。,,,R,cry,talk,,34,
94,loxy,・・・いいのよ。,,,L,normal,talk,※苦しそうなイラストがあれば,8,
95,sara,・・・いいえ、私のことは許さなくていいわ。本当にごめんなさい。,,,R,cry,talk,,31,
96,loxy,ううん。だって、サラさんがやることだもの。きっとこうしないといけなかったのかなって。,,,L,normal,talk,※苦しそうなイラストがあれば,42,
97,sara,・・・違うわ。私は、私たちはたくさんの選択を間違えたの。無為に争い続けたことも、負けることを恐怖したことも、,,,R,cry,talk,,54,
97,sara,何もかも。その結果、私はあなたを呪うしか道がなくなってしまったの。本当に、本当に、ごめんなさい。,,,R,cry,talk,,48,
98,loxy,いいよ。それだって、一生懸命サラさんは選んできたんだと思うの。私よりずっと色んなことを考えて戦ってきたすごい人だから。,,,L,normal,talk,,59,
99,sara,ロクシー..。うっふふふ。私が慰められてたら、本当にみっともないわね。,,,R,cry,talk,,35,
100,loxy,あ、あはは。そうね。,,,L,normal,talk,※苦しそうなイラストがあれば,10,
101,sara,ゲホゲホッ！...ありがと、ロクシー。,,,R,cry,talk,,19,
102,loxy,どういたしまして。,,,L,normal,talk,※苦しそうなイラストがあれば,9,
103,sara,オレンド、ねぇ。,,,R,cry,talk,,8,
104,orend,なんだよ。,,,L,confuse,talk,,5,
105,sara,あなたにも本当にごめんなさいね。,,,R,cry,talk,,16,
106,orend,い、いいよ。俺はしなねぇから...,,,L,normal,talk,,17,
107,sara,そんなこと言わないで。会ったばかりの時あなたが私に言った言葉、覚えているかしら？,,,R,cry,talk,,40,
108,orend,なんだよ。,,,L,confuse,talk,,5,
109,sara,見も知らぬ私に、強くなって守ってやるって言い放ったじゃない。,,,R,cry,talk,,30,
110,orend,・・・そ、そりゃあ、まぁ。,,,L,shyness,talk,※照れ顔,13,
111,sara,年甲斐もなく、とっても嬉しかったのよ。,,,R,cry,talk,,19,
112,orend,そ、そうかい。,,,L,normal,talk,,7,
113,sara,そこから、一緒にお城で働いて。あなたはみるみるうちに成長した。今ではもしかしたら私より強いかもしれないわ。,,,R,cry,talk,,53,
114,orend,そ、そんなことねぇよ。,,,L,shyness,talk,※照れ顔,11,
115,sara,謙遜(けんそん)しないで良いわよ。あなたは強くなったわ...。今まで私のことを支え続けてくれてありがとう。,,,R,cry,talk,,53,
115,sara,あなたの底抜けな明るさと、折れない心にずっと支えられてきたんだなって、あなたがいない数ヶ月、すごく思ったの。,,,R,cry,talk,,54,
116,orend,サ..サラ...。,,,L,normal,talk,,9,
117,sara,わたし...わたし...本当にあなたに助けられてたんだって思った。本当に思ったの...！,,,R,cry,talk,,44,
118,orend,お...俺も...俺だって...そうだったよ！俺だってそうだったよ！,,,L,cry,talk,,34,
119,sara,そう...。ふふふ。じゃあ次に会う時、別の形で会えるなら、私はあなたを選ぶようにするわ。ありがとう、オレンド。,,,R,cry,talk,,55,
120,orend,サラ...さら....,,,L,cry,talk,,11,
121,sara,さて、伝えることは伝えたし、私は裏切り者に相応しい場所へ行くわ。よいしょっと。,,,R,cry,talk,,39,
122,orend,待てよ...待てよ！サラ！,,,L,cry,talk,,13,
123,sara,まだ何か用かしら？,,,R,cry,talk,,9,
124,orend,俺さ...サラを裏切り者にしたくねぇよ...,,,L,cry,talk,,22,
125,sara,あら...どういうことかしら...？,,,R,cry,talk,,18,
126,orend,・・・ッ！（腕でサラを刺す）,,,L,cry,talk,,14,
127,sara,ぅっ...ゲホゲホ...,,,R,cry,talk,※苦しそうなイラストがあれば,12,
128,loxy,！？・・・オレンド？,,,L,confuse,talk,※苦しそうなイラストがあれば,10,
129,orend,俺が裏切り者になる。俺がこの部屋で全員ぶっ殺して逃げ出したんだ...。,,,L,normal,talk,血まみれのオレンド,35,
130,sara,ゲホ！...オ、オレン..ド..？,,,R,confuse,talk,※苦しそうなイラストがあれば,17,
131,orend,俺も好きだった。サラ。ずっと一緒にいられて楽しかった。さんきゅーな。,,,L,cry,talk,,34,
132,sara,・・・そう。ふふう...。ヴォルカス様になんて言い訳してもらおうかしら。,,,R,smile,talk,※苦しそうなイラストがあれば,36,
133,orend,はっはっは...適当に言っておくさ...,,,L,cry,talk,,20,
134,loxy,体が...消えていくのね...。,,,L,normal,talk,※苦しそうなイラストがあれば,16,
135,sara,そうよ。私たち魔族は死ぬ時に魔素へ還るの...。,,,R,normal,talk,※苦しそうなイラストがあれば,24,
136,orend,・・・おやすみ、なぁ、サラ。,,,L,cry,talk,,14,
137,sara,それじゃあ、おやすみなさい。,,,R,smile,talk,※苦しそうなイラストがあれば,14,
138,orend,ぐす...ぐす...,,,L,cry,talk,,10,
139,loxy,・・・,,,L,normal,talk,※苦しそうなイラストがあれば,3,
140,orend,ぐす...ぐす...,,,R,cry,talk,,10,
141,loxy,ね、オレンド。,,,L,normal,talk,※苦しそうなイラストがあれば,7,
142,orend,なんだよ...。,,,R,cry,talk,,8,
143,loxy,・・・手紙が書けたの。,,,L,normal,talk,※苦しそうなイラストがあれば,11,
144,orend,手紙？,,,R,cry,talk,,3,
145,loxy,そう。ママへの手紙。,,,L,normal,talk,※苦しそうなイラストがあれば,10,
146,orend,そうか...。それをロクシーの故郷の家に届ければいいんだな。,,,R,cry,talk,,30,
147,loxy,そう、お願いできるかしら？,,,L,normal,talk,※苦しそうなイラストがあれば,13,
148,orend,あぁ。どうせこれから脱走者さ。人大陸でも魔大陸でもかわらねぇ。,,,R,cry,talk,,31,
149,loxy,ふふふ、ありがとう...。それとね、もう１つだけお願い聞いてくれるかしら？,,,L,normal,talk,※苦しそうなイラストがあれば,37,
150,orend,あ、あぁ、言ってくれ。,,,R,cry,talk,,11,
151,loxy,オレンド、私のお腹を裂いて。この娘だけ、イーラだけでも守って。,,,L,normal,talk,※苦しそうなイラストがあれば,31,
152,orend,・・・,,,R,cry,talk,,3,
153,loxy,オレンド...お願い！！,,,L,normal,talk,※苦しそうなイラストがあれば,12,
154,orend,でもよ...そりゃぁ、ロクシーが...,,,R,cry,talk,,19,
155,loxy,もうね、自分の命がなくなってきているのがわかるの。イーラの魂も持っていかれちゃう...。,,,L,normal,talk,※苦しそうなイラストがあれば,44,
156,orend,でもよぉ！！できねぇよ！やりたくねぇよ！,,,R,cry,talk,,20,
157,loxy,いつもわがままばっかりでごめんね..。最後の、最後のお願いだから。,,,L,normal,talk,※苦しそうなイラストがあれば,33,
158,orend,・・・,,,R,cry,talk,,3,
159,loxy,・・・,,,L,normal,talk,※苦しそうなイラストがあれば,3,
160,orend,・・・わかった...ぐす...ロクシー...,,,R,cry,talk,,22,
161,loxy,なに？,,,L,normal,talk,※苦しそうなイラストがあれば,3,
162,orend,(1つの小さな傀儡を渡して)・・・これ、噛んどけよ。,,,R,confuse,talk,,26,
163,loxy,ありがと。,,,L,normal,talk,※苦しそうなイラストがあれば,5,
164,orend,すげーいてーから我慢しろよ。,,,R,confuse,talk,,14,
165,loxy,いいわよ...（傀儡を噛んで）大丈夫。,,,L,normal,talk,※苦しそうなイラストがあれば,19,
166,orend,いくぞ・・・。,,,R,confuse,talk,,7,
167,loxy,ひっ・・・いいぃぃいぃぃいぃい・・・はぁはぁ,,,L,cry,talk,※苦しそうなイラストがあれば,22,
168,orend,・・・大丈夫か？,,,R,confuse,talk,,8,
169,loxy,大丈夫、でも...はぁ...辛いから一気にお願い...,,,L,cry,talk,※苦しそうなイラストがあれば,27,
170,orend,先に意識を飛ばした方が...？,,,R,confuse,talk,,15,
171,loxy,ううん。このままお願い、イーラの顔が見たいの。（傀儡を噛んで）,,,L,cry,talk,※苦しそうなイラストがあれば,31,
172,orend,・・・わかった。じゃあ、いくぞ。,,,R,confuse,talk,,16,
173,loxy,うん...いぃいいいいいぃぃぃい...いぎいいぎいいいいいいいいいいい........,,,L,cry,talk,※苦しそうなイラストがあれば,43,
173,loxy,ああぁあぁ...あぁ・・・はっはっはっ...。,,,L,cry,talk,※苦しそうなイラストがあれば,23,
174,orend,・・・いた。ちっちぇ。これが赤ちゃんか？,,,R,confuse,talk,,20,
175,loxy,はぁはぁ...そう。,,,L,cry,talk,※苦しそうなイラストがあれば,10,
176,orend,取り出すぞ...。,,,R,confuse,talk,,9,
177,loxy,うん...いっ....。,,,L,cry,talk,※苦しそうなイラストがあれば,12,
178,orend,大丈夫か？なんか、繋がってるけど、これは...？,,,R,confuse,talk,,24,
179,loxy,ちょ、ちょっと待って...。うん、切って。それと、イーラ、イーラを...抱っこさせて。,,,L,cry,talk,※苦しそうなイラストがあれば,43,
180,orend,あ、あぁ。,,,R,confuse,talk,,5,
181,loxy,ふぅ。ほら、イーラ、こら、泣きなさい、イーラ、こら、イーラ。,,,L,cry,talk,※苦しそうなイラストがあれば/背景きりかえ,30,050_Caesarean section
182,orend,な、何してんだ？,,,R,cry,talk,,8,
183,loxy,人の子はね、生まれた時に、泣かないと死んじゃうの。,,,L,cry,talk,※苦しそうなイラストがあれば,25,
183,loxy,こら、イーラ、こおら...あっ..ふふふ。イーラ、よかった...よかった...イーラ。,,,L,cry,talk,※苦しそうなイラストがあれば,43,
