,,,,,,,,,,
ただ君だけを、守りたいと願う　5章　スクリプト,,,,,,,,,,
No,キャラクター名,日本語,英語,中国語,LR,表情,type,補足コメント,,背景画像名
10,shandy,ふふふ...。がっぽり...。,,,R,smile,talk,,15,
11,orend,はっはっはー！シャンディ、顔にお金って書いてあるぞー！,,,R,smile,talk,,27,
12,shandy,っは！いけない、つい。,,,R,confuse,talk,,11,
13,orend,はっはっはー！イーラ！でかしたぜぇ！,,,R,normal,talk,,18,
14,shandy,うふふふ、イーラちゃんのおかげだものね。,,,R,normal,talk,,20,
15,era,え？えへへ。そんなことないよ。オレンドが言ってた。みーんな立派なんだって。,,,L,smile,talk,,37,
16,volcus,ほう。,,,R,smile,talk,,3,
17,era,私もそう思うの！オレンドもシャンディも、劇団のみんなも！,,,L,normal,talk,,28,
18,volcus,ふむ。,,,R,smile,talk,,3,
19,era,それと来てくれてる人たちもみんなで一緒に作ってるんだなぁって。,,,L,normal,talk,,31,
20,orend,はっはっはー！その通りだぜー！イーラ！くー！いっちょ前なこといいやがるー！(わしわしとイーラの頭を撫でる),,,R,normal,talk,,53,
21,era,わっわっわ！,,,L,normal,talk,,6,
22,shandy,そうね！イーラちゃんのいう通りだわ。,,,R,normal,talk,,18,
23,era,わっわ！オレンド、目が回るー！,,,L,confuse,talk,,15,
24,volcus,ふむ...明日は千秋楽か。,,,L,smile,talk,,13,
25,orend,ん？そうさ！ついに！,,,R,normal,talk,,10,
26,shandy,そうね。,,,R,normal,talk,,4,
27,era,あぁあ...せんしゅうらく？それなに？,,,L,normal,talk,※疑問顔,19,
28,volcus,舞台演芸の最終日を示す言葉である。,,,R,smile,talk,,17,
29,era,へ？なんで？なんで、せんしゅうらく？っていうの？,,,L,normal,talk,※疑問顔,24,
30,volcus,ふむ。いくつかあるが、演目の締めに歌われたことが元であるという。,,,R,smile,talk,,32,
31,era,へ...へぇ...。,,,L,normal,talk,,10,
32,orend,はっはっはー！ヴェルはほんとになんでも知ってるよなー！はっはっはー！,,,R,normal,talk,,34,
33,shandy,ほんと、感心しちゃうわー。,,,R,normal,talk,,13,
33,,ーー魔王城の廊下でオレンドが歩いていると、考え事をしているロクシーを見つける。,,,,,none,場面切り替え/背景切り替え/BGM切り替え(Old_Style),39,028_Inside_Castle
37,orend,いやー！腹減ったなぁー！・・およ？,,,R,normal,talk,,17,
38,loxy,うーん。私、やっぱり女の子として魅力がないのかしら...。,,,L,normal,talk,,29,
39,orend,ロクシー！,,,R,normal,talk,,5,
40,loxy,やっぱり、動きやすい服ばっかり着てるのがいけないのかしら...。なんか、色も地味だし...。,,,L,normal,talk,,46,
41,orend,およよ？ロクシー！,,,R,normal,talk,,9,
42,loxy,でも...きゃあ、やだ恥ずかしい！なんか肌を出した服なんて着たことないし、えー！どうしたらいいのー！,,,L,shyness,talk,照れ顔,50,
43,orend,ロォォクシィィィー！,,,R,unique,talk,,10,
44,loxy,わわああああああ！,,,L,confuse,talk,,9,
45,orend,うお！（想像以上の大声に驚く）,,,R,normal,talk,,15,
46,loxy,な、何よ！お、オレンドじゃない！,,,L,normal,talk,,16,
47,orend,はっはっはー！そうさオレンドさ。なぁに難しい顔して考えてんだよー。,,,R,normal,talk,,33,
48,loxy,へ？あ、あんたには関係ないわよ！,,,L,angry,talk,,16,
49,orend,およよ？なんだー？今日のロクシーはどうしたんだぁー？,,,R,normal,talk,,26,
50,loxy,じ、ジロジロ見ないで。,,,L,shyness,talk,照れ顔,11,
51,orend,はっはっはー！ま、いいさいいさ、話したくなったらで。でよ！腹減ったからたーべいかねーかー！いつもの山盛りー！,,,R,normal,talk,,54,
52,loxy,い、いく！,,,L,angry,talk,,5,
53,orend,そうこなくちゃなー！グッドグッドー！,,,R,normal,talk,,18,
54,loxy,あっ、ちょ、ちょっと待って...。,,,L,normal,talk,,17,
55,orend,およ？,,,R,normal,talk,,3,
56,loxy,や、山盛りじゃないところにしない？,,,L,normal,talk,,17,
57,orend,なあんだーロクシー、お腹でも壊したかー！はっはっはー！,,,R,normal,talk,,27,
58,loxy,ち、違うわよ！,,,L,angry,talk,,7,
59,orend,んー？違うのか？,,,R,normal,talk,,8,
60,loxy,ち、違わないわよ！,,,L,normal,talk,,9,
61,orend,はっはっは！ひーひー、はっきりしないロクシーだなぁ！まぁ普通のやつでもいいさ。いこーぜいこーぜ！,,,R,normal,talk,,48,
62,loxy,う、うん。,,,L,normal,talk,,5,
63,orend,あーはらへったーなー！ハングリーハングリー！,,,R,normal,talk,,22,
64,loxy,・・・ねえ、オレンドって好きな人いるの！？,,,L,normal,talk,,21,
65,orend,ん？なあんでそんなこと気になるのかなぁ！まさかロクシー！俺のことが...,,,R,normal,talk,,36,
66,loxy,は、はあ？何言ってんの。私はヴォルカス様一筋！あぁ...ヴォルカス様ぁ、なんであなたはそんなに博識なのでしょう...,,,L,normal,talk,,58,
67,orend,はっはっは！それか。それだったのかー！,,,R,normal,talk,,19,
68,loxy,は！しまった...。,,,L,normal,talk,,10,
69,orend,それで...,,,R,normal,talk,,6,
,orend,きゃあ、やだ恥ずかしい、なんか肌を出した服なんて着たことないし、えー！どうしたらいいのー！」とか言ってたのかー！,,,R,normal,talk,,56,
70,loxy,あ、あんた！聞いてたのね！！,,,L,angry,talk,,14,
71,orend,はっはっはー！キューティーキューティー！「えー！どうしたらいいのー！」はっはっはー！,,,R,normal,talk,,42,
72,loxy,ちょ、ちょっと！,,,L,angry,talk,,8,
73,orend,ひーひー面白いロクシーだなぁ。じゃあさ！飯食ったらサラのところいこーぜー！,,,R,normal,talk,,37,
74,loxy,・・・へ？サラさん？,,,L,normal,talk,,10,
76,,ーーサラのところへいく,,,,,none,場面切り替え/背景切り替え,11,017_office_sara
78,orend,サーラーー！入るぜーー！,,,R,normal,talk,,12,
79,sara,出ていってください。,,,L,confuse,talk,,10,
80,orend,はっはっはー！相変わらずグッドな歓迎だぜー！,,,R,normal,talk,,22,
81,sara,仕事中です。,,,L,confuse,talk,,6,
82,orend,お言葉に甘えて、お邪魔するぜー！,,,R,normal,talk,,16,
83,sara,はぁ...。なんですか？そんなに大事な話ですか？,,,L,confuse,talk,,24,
84,orend,大事も大事！ロクシーが相談あるってさー！,,,R,normal,talk,,20,
85,loxy,お、お邪魔します。,,,L,normal,talk,,9,
86,sara,あら、ロクシーさん。どうしたのかしら、大事な話って。,,,R,normal,talk,,26,
87,loxy,えっと...大したものじゃないんだけど...,,,L,normal,talk,,22,
88,orend,んじゃ！俺はやることがあるから、これでなー！ソーリーソーリー！,,,R,normal,talk,,31,
89,loxy,あ！ちょっと！お、オレンド！,,,L,angry,talk,,14,
90,sara,で、要件は何かしら。,,,R,normal,talk,,10,
91,loxy,えっと...こ、これ、サラさんに。,,,L,normal,talk,,17,
92,sara,何かしら。それは。,,,R,normal,talk,,9,
93,loxy,人族の街で売っている、お守り、っていうの。あの...ずっとね、持ち歩いてたんだけど...,,,L,normal,talk,,44,
94,sara,それで？,,,R,normal,talk,,4,
95,loxy,オレンドからサラさんが結婚して、赤ちゃんもいるって聞いたから...。,,,L,normal,talk,,34,
96,sara,はぁ、で、そのお守りをどうして私にくれるのかしら？,,,R,confuse,talk,,25,
97,loxy,え、えへへ。今日聞いたからあげるものなくってっていうのもあるんだけど。私の冒険をずっと守ってくれてたものでね。,,,L,normal,talk,,55,
97,loxy,きっとご利益あるから今度はサラさんを守ってくださいって、お願いしたんだ。,,,L,normal,talk,,36,
98,sara,・・・そうですか。ありがとうございます。,,,R,normal,talk,,20,
99,loxy,わ、私には！ちょっと前は一人だったけど、今は私のことを守ってくれる人が３人もいるから！もう、意味ないかなって！,,,L,normal,talk,,55,
100,sara,３人ですか。私も入っているんですね。,,,R,normal,talk,,18,
101,loxy,うふふ。そう！だから、ちょっとお古で汚いけど、受け取って！お願い！,,,L,normal,talk,,33,
102,sara,・・・ふふふ。なんだか、あなたとオレンドを見てると弟に妹まで増えたみたいな気がするわ。,,,R,smile,talk,,43,
102,sara,ありがとうロクシーさん。じゃあ、あなたの旅のお供を、頂戴するわね。,,,R,smile,talk,,33,
103,loxy,えへへ、うん！,,,L,normal,talk,,7,
104,sara,へぇ、これが人族のお守りね。で、人族の間ではこのお守りをなんて言うのかしら？そのままお守り？かしら？,,,R,normal,talk,,50,
105,loxy,えっと、お守りはお守りなんだけど、今回のは安産祈願(あんざんきがん)っていうの。,,,L,normal,talk,,40,
106,sara,へぇそうなの。そういえば、全然気にしたことがなかったけれど、人族は子供を産む時どうやって産むのかしら？,,,R,normal,talk,,51,
107,loxy,へ？えーっと、お腹の中に赤ちゃんができて...,,,L,normal,talk,,23,
108,sara,あなた達みたいな小さな体の中に、別の人間が生まれるの？,,,R,normal,talk,,27,
109,loxy,そ、そう！最初はほんとに小さいんだけど、段々大きくなって、最後、赤ちゃんとしてお母さんの体から出てくるのよ。,,,L,normal,talk,,54,
110,sara,へぇ。知らなかったわ。教えてくれてありがとう。なんだか、大変そうね。,,,R,normal,talk,,34,
111,loxy,そう。私はまだ結婚もしてないからわからないんだけど、生きるか、死ぬか、って時もあるらしいの！,,,L,normal,talk,,46,
112,sara,だから、安産祈願、なのね。,,,R,normal,talk,,13,
113,loxy,そう！サラさん達、魔族は違うの？,,,L,normal,talk,,16,
114,sara,魔族は...そうね、種族によって違うわ。,,,R,normal,talk,,20,
114,sara,例えば、魔素族はそのまま地面から、オレンドたち傀儡師は魔素を吸った柳(やなぎ)の木から生まれ落ちるわ。,,,R,normal,talk,,51,
114,sara,形状が定まらない魔族の多くは、自然から発生するように生まれる。,,,R,normal,talk,,31,
115,loxy,えぇ！そうなんだ！知らなかった...。,,,L,normal,talk,,19,
116,sara,そう。それで、私たちのような人と同じ姿をした魔族は、,,,R,normal,talk,,26,
116,sara,交配をしてそこで出来上がった子供の魔素が、体を持つまでの間、母の周囲に浮くようについてまわるの。,,,R,normal,talk,,48,
117,loxy,え！？じゃあ、今も近くにお子さんがいるの！？,,,L,normal,talk,,22,
118,sara,そうよ、ここに。,,,R,normal,talk,,8,
119,loxy,へえぇぇ！なんか、神秘的ね。,,,L,normal,talk,,14,
120,sara,そうかしら？それで、しばらくは母の魔素を吸って育っていくの。,,,R,normal,talk,,30,
120,sara,子が強すぎると、母の魔素が枯れて死ぬことがあるの。生きるか死ぬかという意味ではあなた達と同じかしら。,,,R,normal,talk,,50,
121,loxy,そ、そうなのね...サラさんは大丈夫なの？,,,L,normal,talk,,21,
122,sara,私は強いから、全然平気よ。,,,R,normal,talk,,13,
123,loxy,そうなんだ...！ふーん...,,,L,normal,talk,,15,
124,sara,もういいかしら？安産祈願だっけ？ありがとう。,,,R,normal,talk,,22,
125,loxy,あ！ちょ、ちょっとまって！,,,L,normal,talk,,13,
126,sara,何かしら？,,,R,normal,talk,,5,
127,loxy,サラさん、私って可愛くないのかなぁ...？,,,L,normal,talk,,21,
128,sara,ん...？ロクシーさんは可愛らしいと思うわよ...？ただ、いつも埃まみれですけど。,,,R,normal,talk,,41,
129,loxy,やっぱり！？やっぱりそうだー...,,,L,confuse,talk,,17,
130,sara,どうしたのかしら？,,,R,normal,talk,,9,
131,loxy,私ね！ヴォルカスのことが好きなの！,,,L,normal,talk,,17,
132,sara,ふふふ...。あら、そうですか。,,,R,smile,talk,,16,
133,loxy,で、ちょっとでも可愛いって思ってもらいたくて...でも格好を全然気にしてなくて。けど、私に似合う服とか持ってなくて..,,,L,normal,talk,,59,
134,sara,はぁ、そうですね、私たちも戦争をしているので、あまりその辺りを気にしていませんでしたが。,,,R,normal,talk,,44,
134,sara,確かに夜な夜な魔王様のお部屋に出入りする方が埃まみれでは、ちょっとみっともないですね。,,,R,normal,talk,,43,
135,loxy,う...で、でしょ...？,,,L,normal,talk,,13,
136,sara,以前に人族の娘から頂戴した衣装があったような気がします。一緒に見に行きましょうか。,,,R,normal,talk,,41,
137,loxy,へ？そ、そんなの取ってあるの？,,,L,normal,talk,,15,
138,sara,傀儡師などが諜報活動をするのにとってあるんです。いくつか、見栄えが良いものもあったような気がします。,,,R,normal,talk,,50,
138,sara,それらは諜報活動にはそぐわないので使われず、綺麗な状態で残っているかもしれません。では、行きましょう。こちらです。,,,R,normal,talk,,57,
140,,ーーヴェルのところへ行く,,,,,none,"場面切り替え/背景切り替え(ヴェルの部屋画像があれ
ばそれがいい)/BGM切り替え(冬の朝焼け)
",12,028_Inside_Castle
142,loxy,（ドアノック）い...いる？,,,L,normal,talk,ノック音,14,
143,volcus,ロクシーか。,,,R,smile,talk,,6,
144,loxy,ね、ねぇ、入っていい？,,,L,normal,talk,,11,
145,volcus,ふむ...。なぜそんなところにおる。,,,R,smile,talk,,18,
146,loxy,ぎく...いや、なんか今日はそう言う気分というか...,,,L,normal,talk,,27,
147,volcus,・・・ん？,,,R,smile,talk,,5,
148,loxy,う...ちょ、ちょっと！なんていうか...,,,L,shyness,talk,※照れ顔,21,
149,volcus,ふむ。あけておいては肌寒くなる。ロクシーよ。私は窓の外を眺めているゆえ、安心して入ってくると良い。,,,R,smile,talk,,49,
150,loxy,・・・あ、ありがと。,,,L,shyness,talk,※照れ顔,10,
151,volcus,してロクシーよ、今日は何を聞きに来たのだ。,,,R,smile,talk,,21,
152,loxy,え...えっと...,,,L,shyness,talk,※照れ顔,10,
153,volcus,・・・,,,R,smile,talk,,3,
154,loxy,えーっとおおお...。,,,L,shyness,talk,※照れ顔,11,
155,volcus,ふむ。そこにかけると良い。,,,R,smile,talk,,13,
156,loxy,あ...うん。,,,L,normal,talk,,7,
157,volcus,・・・私も横にかけることとしよう。,,,R,smile,talk,,17,
158,loxy,・・・ね、ねえ。,,,L,normal,talk,,8,
159,volcus,ん？,,,R,smile,talk,,2,
160,loxy,そのー...ヴォルカスは今日は何してたの？,,,L,normal,talk,,21,
161,volcus,外の様子を伺っておった。殺気立っておる。人族の侵攻が近い。,,,R,smile,talk,,29,
162,loxy,へ...へぇー...。,,,L,normal,talk,,11,
163,volcus,ギルディが現れれば、私も戦地へ赴くこととなろう。,,,R,smile,talk,,24,
164,loxy,そうなんだ...。,,,L,normal,talk,,9,
165,volcus,そうだ。ギルディは戦場の兵士を神の陣に捉える力を持っておる。私がヤツと対峙せねば魔族は更なる戦力をそがれることとなる。,,,R,smile,talk,,59,
166,loxy,そっか...,,,L,normal,talk,,6,
167,volcus,・・・すまぬな、堅苦しい話を。,,,R,smile,talk,,15,
168,loxy,い、いいの！いいのよ！私が話しかけたんだから...。,,,L,shyness,talk,※照れ顔,26,
169,volcus,ふむ。,,,R,smile,talk,,3,
170,loxy,・・・,,,L,normal,talk,,3,
171,volcus,では、少し私の話をしよう。,,,R,smile,talk,,13,
172,loxy,う、うん...。,,,L,normal,talk,,8,
173,volcus,私は一人の神の騎士であった。当時は一人の騎士でしかなく、そなたと同じ人間であった。,,,R,smile,talk,,41,
174,loxy,そ、そうなんだ。,,,L,normal,talk,,8,
175,volcus,しかし、私は人の戦いに負けたのだ。結果、この世界に漂う魔素に身を落とし、そして己の信ずる神に刃を向けた。,,,R,smile,talk,,52,
176,loxy,うん。,,,L,normal,talk,,3,
177,volcus,魔に身を落とし、己の神に刃を向けて作った仲間達ですら、人の神には勝てず赤子の腕を捻るように一蹴された。,,,R,smile,talk,,51,
178,loxy,うん。,,,L,normal,talk,,3,
179,volcus,私は我を忘れ人を切り殺し、気づけば己が鬼神のようになっておった。しかし気づいたのだ。私の切り捨てた者もまた人であると。,,,R,smile,talk,,59,
180,loxy,・・・。,,,L,normal,talk,,4,
181,volcus,して、己が刃を向けた神に縋ったのだ。争いを止めるための、守る力を祈った。その力が今も私の中に残っておる...。,,,R,smile,talk,,55,
181,volcus,元をたどれば、人を裏切り、己が神に刃を向け、守るために授かった力で、今なお人に仇をなしている魔王である。,,,R,smile,talk,,52,
182,loxy,・・・,,,L,normal,talk,,3,
183,volcus,その魔王をまだ愛しいという人間がおったなら、私はその気持ちだけで、震えるほど救われるのだ。,,,R,smile,talk,,45,
184,loxy,んふっ...ふふふ。,,,L,normal,talk,,10,
185,volcus,ふむ。伝えてなかったが、ロクシーよ、似合っておるぞ。,,,R,smile,talk,,26,
186,loxy,ヴォルカス...。ね、ね、ヴォルカスはなぜ戦っているの？,,,L,normal,talk,,28,
187,volcus,守るためだ。昔は人を、今は魔族を。,,,R,smile,talk,,17,
188,loxy,そっか...かっこいいと思う。,,,L,normal,talk,,15,
189,volcus,・・・して、私が話すべきことは伝えた。（立とうとする）,,,R,smile,talk,,27,
190,loxy,あっ...ちょ、ちょっと、ヴォルカス！,,,L,normal,talk,,19,
191,volcus,まだ聞きたい話があるか。,,,R,smile,talk,,12,
192,loxy,違うの、ね、一緒に、一緒にいてくれるだけ。,,,L,normal,talk,,21,
193,volcus,・・・ふ、ふむ。,,,R,smile,talk,,8,
194,loxy,だめかな？,,,L,normal,talk,,5,
195,volcus,・・・,,,R,smile,talk,,3,
196,loxy,いつも話を聞きながら寝ちゃって、朝起きたらここで一人なの...寂しいから一緒にいてくれるだけでいいの、ね？,,,L,normal,talk,,53,
197,volcus,・・・,,,R,smile,talk,,3,
198,loxy,・・・,,,L,normal,talk,,3,
199,volcus,・・・,,,R,smile,talk,,3,
200,volcus,わかった。では、そなたの願いを聞き届けよう。,,,R,smile,talk,,22,
201,loxy,ふふ！ありがと。じゃーこっち。（布団の方に座って）,,,L,smile,talk,,25,
202,volcus,・・・うむ。,,,R,smile,talk,,6,
203,loxy,ほら、ヴォルカスもたまには布団に入らなきゃ。,,,L,normal,talk,,22,
204,volcus,・・・ふむ。,,,R,smile,talk,,6,
205,loxy,ふふふ、ね、ちょっと緊張してるの？,,,L,normal,talk,,17,
206,volcus,・・・そうだ...そなたは緊張しておらぬのか。,,,R,smile,talk,,23,
207,loxy,すごい緊張してる。ふふふ。寝れるかわからない。,,,L,normal,talk,,23,
208,volcus,ふっ...そうか。,,,R,smile,talk,,9,
209,loxy,うん...ふふふ。,,,L,normal,talk,,9,
211,,ーー魔王城の会議室,,,,,none,"場面切り替え/BGM切り替え(ブルーシャドウ)//背景切り替え
(会議室っぽいのがあれば）",9,017_office_sara
213,sara,いいえ、それは関係ありません。確かに、数度の大敗を我が軍は受けていますが、それは人族の女性が原因ではありません...。,,,L,confuse,talk,,59,
213,sara,違います！ヴォルカス様は常に私たち魔族のことを思い、何時も戦線の先頭に立っておられます！,,,L,confuse,talk,,44,
213,sara,そのお姿を見てはいないのですか！？...あ、ちょっと！今退席されては困ります！,,,L,confuse,talk,,39,
213,sara,...だから、それは...関係ないと何度も申したはずですが！...あなた達ねぇ！,,,L,confuse,talk,,40,
213,sara,ギルディがいる戦いをヴォルカス様なしで勝てると思っているんですか？だから...。はぁ、ここで頭を下げれば良いんですね。,,,L,confuse,talk,,59,
213,sara,わかりました...。本当に申し訳ございません。ヴォルカス様に変わってお詫び申し上げます。,,,L,confuse,talk,,44,
