,,,,,,,,,,
ただ君だけを、守りたいと願う　4章　スクリプト,,,,,,,,,,
No,キャラクター名,日本語,英語,中国語,LR,表情,type,補足コメント,,背景画像名
55,volcus,ふむ...。ほう、立派な木だ。これがそなたの親か。,,,R,smile,talk,,25,
56,orend,・・・そうさ。,,,L,confuse,talk,,7,
57,volcus,特に秀(ひい)でておる。ふむ。,,,R,smile,talk,,15,
58,orend,なぁ、もう帰ってくれよ。,,,L,confuse,talk,,12,
59,volcus,なぜだ。,,,R,smile,talk,,4,
60,orend,・・・,,,L,confuse,talk,,3,
61,volcus,なぜ帰らねばならぬ。,,,R,smile,talk,,10,
62,orend,・・・鬱陶しいんだよ...。,,,L,angry,talk,,14,
63,volcus,ほう。,,,R,normal,talk,※口角下がり顔,3,
64,orend,・・・鬱陶しいんだよ！俺にかまうんじゃねぇ！！,,,L,angry,talk,,23,
65,volcus,ふむ。わからんな。そなたはここで傀儡師が全て死ぬのをただ待っておるのだろう？暇な男が何を鬱陶しがる。,,,R,normal,talk,※口角下がり顔,50,
66,orend,・・・！！てめぇ...元はといえばてめぇが....,,,L,angry,talk,,25,
67,volcus,ほう。続けよ。,,,R,normal,talk,※口角下がり顔,7,
68,orend,わかってたんだろーがよ！こうなることが！あの時、俺が戦争の離脱を言った時わかってたんだろーがよ！,,,L,angry,talk,,48,
69,volcus,当然だ。,,,R,normal,talk,※口角下がり顔,4,
70,orend,・・・！お前は焚き付けた！俺が！傀儡師が大した力もねーくせに、デケェ口叩いたから！,,,L,angry,talk,,41,
71,volcus,ほう。,,,R,normal,talk,※口角下がり顔,3,
72,orend,うざってーから、魔物同士で殺し合うこともわかって！,,,L,angry,talk,,25,
73,volcus,では聞くが、なぜ逃げておらぬ。なぜ、一人でも多くの傀儡師を救おうと戦っていないのだ。,,,R,normal,talk,※口角下がり顔,42,
74,orend,うるせえうるせえうるせえ！！,,,L,angry,talk,,14,
75,volcus,ふむ。,,,R,normal,talk,※口角下がり顔,3,
76,orend,大体...よ...お前が...お前が魔王なんだろ...,,,L,angry,talk,,27,
77,volcus,そうだ。,,,R,normal,talk,※口角下がり顔,4,
78,orend,くそくそくそ！！！とめろよおお！じゃあ！！！魔物の王なんだろおおおお！！！(獲物を投げる),,,L,angry,talk,,45,
79,volcus,ほう。私に力を振るうか。,,,R,normal,talk,※口角下がり顔,12,
80,orend,くそ！くそ！当たれよおお！！,,,L,angry,talk,,14,
81,volcus,術は達者だが、怒りに任せた投擲(とうてき)では当たらん。ほれ、身を守るのだ。,,,R,normal,talk,※口角下がり顔,38,
82,orend,ぐっふぅ！！・・・げほげほ！くそ！くそ！くそおおおお！！！,,,L,angry,talk,,29,
83,volcus,なぜ、長が放り出した族を私が守らねばならんのだ。足が空いておるぞ！,,,R,normal,talk,※口角下がり顔,33,
84,orend,おわあっ！,,,L,angry,talk,,5,
85,volcus,受け身も取れんのか。起きるのだ。,,,R,normal,talk,※口角下がり顔,16,
86,orend,ぎいいい！,,,L,angry,talk,,5,
87,volcus,反撃もできぬか。ふむ。,,,R,normal,talk,※口角下がり顔,11,
88,orend,ぐ、うあうわあああ...があああっ！！,,,L,angry,talk,,19,
89,volcus,では、そなたの親と共に葬（ほうむ）ってやろう。腑抜けはいらんのでな。,,,R,normal,talk,※口角下がり顔,34,
90,orend,・・・お前が...お前が...戦争なんかおっぱじめなければ...。ぶっ殺してやる。,,,L,angry,talk,,41,
91,volcus,ほう。力の差もわからんのか。愚か。,,,R,normal,talk,※口角下がり顔,17,
92,orend,関係ねぇ...。,,,L,angry,talk,,8,
93,volcus,ふむ。今、また傀儡師が死んだぞ。,,,R,normal,talk,※口角下がり顔,16,
94,orend,うああああああああ！！！！ざけんじゃねぇえええ！！,,,L,angry,talk,,25,
95,volcus,ほれ、怒りに飲まれるでない。,,,R,normal,talk,※口角下がり顔,14,
96,orend,ぐっふぅ...げほげほ！...助けろよ...助けてくれよ...,,,L,angry,talk,,31,
,orend,くそ...くそ...くそがああああああああ！,,,L,angry,talk,,,
97,volcus,ふむ。まだかかってくるか。,,,R,normal,talk,※口角下がり顔,13,
98,orend,許さねえええ！お前が魔王なんだろおおおおお！！！許さねえええええええ！！！,,,L,angry,talk,,37,
99,volcus,ふむ。好きにするが良い。そなたが飽きるまで付き合ってやろう。,,,R,normal,talk,※口角下がり顔,30,
