,,,,,,,,,,
ただ君だけを、守りたいと願う　2章　スクリプト,,,,,,,,,,
No,キャラクター名,日本語,英語,中国語,LR,表情,type,補足コメント,,背景画像名
46,sara,・・・じゃ、じゃあよろしくね、あ...その...ありがと。,,,R,normal,talk,,29,
47,orend,おーよ！元気、取り戻せよー！,,,L,smile,talk,,14,
49,,ーーイーラがちょっと見直したように,,,,,none,背景切り替え,17,005_era's_ house
50,era,へー！オレンドはちゃんと仕事もできたのね！,,,L,smile,talk,,21,
51,volcus,・・・そ、そうだ。,,,R,smile,talk,,9,
52,era,ん？あれ？...違うの？,,,L,normal,talk,,12,
53,volcus,そうだ。,,,R,smile,talk,,4,
54,era,ん？わかんない。どっちー？,,,L,normal,talk,※疑問顔,13,
55,volcus,オレンドはその後執務に取り掛かったが、わからなくて飽きてしまい。30秒で投げ出してヴォルカスの元へ飛んでいったそうだ。,,,R,smile,talk,,59,
56,era,・・・へー...,,,L,normal,talk,,8,
57,volcus,そして後日、サラにこってりと怒られたそうだ。,,,R,smile,talk,,22,
58,era,くすっ、オレンドって変な人なのね。,,,L,smile,talk,,17,
59,volcus,全くだ。,,,R,smile,talk,,4,
60,era,会ったことがないからわかんないけど、きっと面白い人なんだろうなー。お話きいてみたいなー。,,,L,normal,talk,,44,
61,volcus,ふむ。そうだな。愉快な男だ。,,,R,smile,talk,,14,
62,era,ねえ、オレンドは城から逃げ出した後、どうなったの？死んじゃったの？,,,L,normal,talk,,33,
63,volcus,わからぬが、おそらく生きておる。,,,R,smile,talk,,16,
64,era,ほんと！？会えるかな！？,,,L,normal,talk,,12,
65,volcus,ふむ..近いうちに会わせてやろう。,,,R,smile,talk,,17,
66,era,やったー！約束ね。,,,L,normal,talk,,9,
68,,ーー一通り話した後、ヴェルは立ち上がってエリスの家を出ると言う,,,,,none,BGM切り替え(自然の中でゆったりと),31,
70,volcus,さて、私はそろそろ行くとする。こんな時間まで世話になった。,,,R,smile,talk,,29,
71,eleth,ヴェル様やこの後はどちらへ向かわれるのですか？,,,L,normal,talk,,23,
72,volcus,目的地は決めておらぬが、しばしこの街を見てまわろうと思っている。,,,R,smile,talk,,32,
73,eleth,そうですか。,,,L,normal,talk,,6,
74,era,ねえ、ばあば、ヴェルは家に泊まったらだめなの？,,,L,normal,talk,,23,
75,eleth,そうさねえ。ヴェル様や、もしお宿がなければ、街にいらっしゃる間うちにおられても。,,,L,normal,talk,,40,
76,volcus,ありがとう。心遣いは非常に嬉しいが、あまり清い身ではないゆえ、気持ちだけ頂戴する。,,,R,smile,talk,,41,
77,eleth,そうですか。相変わらず、大袈裟な方さね。,,,L,normal,talk,,20,
78,era,ねえヴェル！またお話しにきてくれる！？,,,L,normal,talk,,19,
79,volcus,約束しよう。,,,R,smile,talk,,6,
80,era,やったー！,,,L,smile,talk,,5,
81,eleth,イーラや、よかったわね。,,,L,normal,talk,,12,
82,era,うん！,,,L,normal,talk,,3,
83,volcus,では、私はこれで。イーラも、また。,,,R,smile,talk,,17,
84,era,うーん...はーい！ヴェル！絶対遊びに来てね！,,,L,normal,talk,,23,
85,volcus,うむ。約束しよう....。では、失礼する。,,,R,smile,talk,,21,
86,,再び旅に歩き始めた私にイーラがひとしきり声をかけてくる。,,,,,talk,,28,
87,era,ばいばーい！またお話聞かせてねー！絶対だよー！約束だからねー！,,,L,smile,talk,,31,
89,,ーーお昼過ぎにエリスと別れ、また街の様子を眺めて回るヴェル,,,,,none,背景切り替え,29,006_ afternoon_town
90,,二人の家を出た後、街の中心の方へ歩みを進める。,,,L,,talk,,50,
91,,ーー昨日と比べて全く静かな街を歩くヴェル,,,,,none,,20,
90,volcus,昨日の記念祭の喧騒も収まっているか。宴の後の休みだな。,,,L,smile,talk,,50,
92,volcus,ロクシーよ。旅に出ると不思議なこともあるものだ...。君と良く似た家族を見かけた...。,,,L,smile,talk,,44,
93,volcus,いや、君を求めるあまりそう思っているだけかもしれない。ただ、あの家にいた時間は、,,,L,smile,talk,,40,
94,volcus,君と一緒にいた時のような、なんとも言えない懐かしさを感じた。ロクシー、君も最後は家族の元へ帰りたかっただろうに。,,,L,smile,talk,,56,
95,,ーーぼんやりと歩いていると段々と日が暮れてきた。ふと一人の街娘が膝を抱えて座っている。,,,,,none,背景切り替え,43,010_evening_town2
96,volcus,ふむ。気づけば、もう夕刻か...ん？,,,L,smile,talk,,18,
97,silhouette_woman_normal,はあぁー。,,,R,normal,talk,ここら辺の恋人の兵士を待ってる人は町民？,5,
98,volcus,どうされたのだ、婦人よ。,,,L,smile,talk,,12,
99,silhouette_woman_normal,ふぁ！？な、何！？,,,R,normal,talk,,9,
100,volcus,すまぬ。突然声をかけてしまって。,,,L,smile,talk,,16,
101,silhouette_woman_normal,な、あなた、誰ですか？,,,R,normal,talk,,11,
102,volcus,ヴェルという。旅人だ。歩いていたら、婦人が憂いているのが気になってな。,,,L,smile,talk,,35,
103,silhouette_woman_normal,あ、あなたには関係ないことよ...,,,R,normal,talk,,17,
104,volcus,"んー確かに関係ないが,,,何かの縁だ。話してみよ。",,,L,smile,talk,,25,
105,silhouette_woman_normal,え...？ナンパ？なんか、怪しい人じゃ、ないよね？,,,R,normal,talk,,25,
106,volcus,難しいな。自分でもなぜ声をかけたのか、不思議に思っている。,,,L,smile,talk,,29,
107,silhouette_woman_normal,は、はぁー...まあ...あはは...ふぅ。まいっか。どうせ暇だしね。私ね、恋人を待っているんだけど...,,,R,normal,talk,,53,
108,,聞けば、貴族兵をしている恋人の誕生日を祝うために昼からずっと待っているようだ。,,,L,,talk,,39,
109,,その貴族兵が死亡したと報告した脱走魔族奴隷が街から森へ向かうのを見たという目撃情報があったらしく,,,L,,talk,,49,
110,,それを聞いた主人が怒り、捕まえてこいと命じたられ、急遽予定ができてしまったらしい。,,,L,,talk,,41,
111,silhouette_woman_normal,はー...。いつ終わるんだろう。,,,R,normal,talk,,16,
112,volcus,似たような話を、聞いたばかりだな。,,,L,smile,talk,,17,
113,silhouette_woman_normal,へ？,,,R,normal,talk,,2,
114,volcus,独り言だ..。.ふむ...わかった。その件は私が預かろう。そこで待っていると良い。,,,L,smile,talk,,41,
115,silhouette_woman_normal,へ！？ちょ、ちょっと！！,,,R,normal,talk,BGMフェードアウト,12,
116,,ーー歩いてエリスの街に向かう途中,,,,,none,BGMなし/足音のSE,16,
117,volcus,ちょうど心遣いを断ったその日に、再度伺うことになるとは。なんとも...,,,L,smile,talk,,35,
118,era,やめてーー！ばあばに手を出さないで！！,,,R,cry,talk,,19,
119,volcus,これは...イーラか。なるほど。急がねばならぬ。,,,L,normal,talk,※口角下がり顔,24,
