,,,,,,,,,,
ただ君だけを、守りたいと願う　4章　スクリプト,,,,,,,,,,
No,キャラクター名,日本語,英語,中国語,LR,表情,type,補足コメント,,背景画像名
59,orend,・・・聞いてもなんも面白くねえぞ？,,,R,confuse,talk,,17,
60,volcus,かまわん。,,,L,smile,talk,,5,
61,orend,・・・傀儡師は、姿を持たない。,,,R,confuse,talk,,15,
62,volcus,ふむ。,,,L,smile,talk,,3,
63,orend,その時に取り憑いた傀儡が俺たちの姿であり、人形(ひとがた)にも道具にもなることができる。,,,R,confuse,talk,,44,
64,volcus,ふむ。,,,L,smile,talk,,3,
65,orend,中から傀儡を操ることもできれば、優れた術者は外からも操れる。,,,R,confuse,talk,,30,
,orend,だから、俺たちは姿を持たない。一つの場所にとどまることもない。会うこともない。,,,R,confuse,talk,,,
66,volcus,ふむ。して、なぜそなたがその見知らぬ傀儡師のため、ここへ来たのだ。,,,L,smile,talk,,33,
67,orend,・・・傀儡師がなぜ死んでいくか、魔王のあんたは知ってるか。,,,R,confuse,talk,,29,
68,volcus,ほう。聞かせてみよ。,,,L,smile,talk,,10,
69,orend,力の弱い傀儡師は、大人数でやりあう戦争にはめっぽう向いてねぇ。いいとこ、他の力の強い魔族の武器に取り憑く程度さ。,,,R,confuse,talk,,56,
69,orend,人族の大型魔導車が来たら、武器を放り出して逃げたたあと、武器ごと踏み潰されてお陀仏さ。,,,R,confuse,talk,,43,
70,volcus,ふむ。,,,L,smile,talk,,3,
71,orend,もともと戦争には向かない力さ。,,,R,confuse,talk,,15,
72,volcus,同族の死が重いか。,,,L,smile,talk,,9,
73,orend,・・・そうさ。,,,R,confuse,talk,,7,
74,volcus,ふむ。して、オレンドよ。そなたは確かに、族の中で最も優れた術者のようだが...,,,L,smile,talk,,39,
75,orend,・・・。,,,R,confuse,talk,,4,
76,volcus,その選択、私であればとらぬ。その術、他のものにくれたらどうだ。いらぬのだろう。,,,L,smile,talk,,39,
77,orend,・・・！・・・,,,R,confuse,talk,,7,
78,volcus,ふむ。では、好きに生きると良い。ただ、逃げるのならば死に物狂いで逃げることだ。サラよ！,,,L,smile,talk,,51,
79,sara,ヴォルカス様。ここに。,,,L,normal,talk,,11,
80,volcus,この者を城の外まで、見送るのだ。,,,L,smile,talk,,16,
81,sara,わかりました。,,,L,normal,talk,,7,
82,,オレンドは優れた傀儡師として生まれ、右も左もわからぬうちに族の長となった男であった。,,,,,talk,,42,
83,sara,先日の傀儡師の一件、本当に良かったんですか。,,,R,confuse,talk,,22,
84,volcus,ふむ。力ある傀儡師だ、しかし、未熟な男だ。,,,L,smile,talk,,21,
85,sara,おっしゃる通りです。,,,R,normal,talk,,10,
86,volcus,己が選んだことであろう。戦うばかりが道ではない。,,,L,smile,talk,,24,
