,,,,,,,,,,
ただ君だけを、守りたいと願う　2章　スクリプト,,,,,,,,,,
No,キャラクター名,日本語,英語,中国語,LR,表情,type,補足コメント,,背景画像名
25,orend,魔族の仲間のみなさーん！オレンドが来ましたよー！カムカーム！しょぼくれた戦はおしまいだー！,,,L,smile,talk,,45,
26,orend,ド派手にやろーぜー！あー！忘れちゃならああん！傷ついて戦えないものは乗り込むべし！きっちり安全さあ！っはっはっはー！,,,L,smile,talk,,58,
27,,ーーオレンドは大砲を発射し始める。強力な傀儡による大砲は人の手による充填の速度の3倍は早い。,,,,,,,46,
28,orend,オレンド戦艦砲撃開始だぜええ！ほら、ほら、ほら、ほら。あっはははっはっは！,,,L,smile,talk,,37,
29,orend,おぉ！打ち返してくるなんてえ。人間様も気合が入ってるなぁああ！グッドグッドぉぉ！ほら、ほらほらほらほらほらほらほら！！,,,L,smile,talk,大砲のSE,59,
30,,ーー暴れるオレンドにちょっと引くイーラ,,,,,none,背景切り替え/BGM切り替え(自然の中でゆったりと),19,005_era's_ house
31,era,えー。オレンドは戦争が好きだったの？,,,L,confuse,talk,※疑問顔,18,
32,volcus,戦うことが好きな男であったが、戦争はわからぬ。,,,R,smile,talk,,23,
33,volcus,だが、とにかくオレンドは主張の強い男であった。己の術を試すことが楽しかったのかもしれん。,,,R,smile,talk,,,
34,era,ふーん。そのオレンドは今も生きているの？,,,L,normal,talk,※疑問顔,20,
35,volcus,ふむ。わからん。オレンドは魔王死去の前に魔王の城から逃げ出した。,,,R,smile,talk,,32,
36,era,そうなの？どうして？,,,L,normal,talk,※疑問顔,10,
37,volcus,わからん。ただ...。,,,R,normal,talk,※口角下がり顔,11,
38,era,・・ただ？,,,L,normal,talk,※疑問顔,5,
39,volcus,ヴォルカスの何かを守ろうとしたと私は考えている。,,,R,smile,talk,,24,
40,era,ふーん。オレンドは暴れん坊の悪い人だったんじゃないの？どうしてそう思うの？,,,L,normal,talk,※疑問顔,37,
41,volcus,暴れん坊であった。だが、情に熱い男であった。,,,R,smile,talk,,22,
42,,ーーサラの執務室にオレンドがやかましく入ってくる。サラは仕事に集中している。,,,,,none,背景切り替え(執務質開放的過ぎないか...?)/BGM切り替え(Drifting_into_Dreamland),38,017_office_sara
43,orend,サラー！ここにいたのかあ！みーっけ！,,,L,normal,talk,,18,
44,sara,はーい、って...オレンドですか。今執務中よ。,,,R,confuse,talk,,23,
45,orend,ちょっとだけ話したいことがあってさー！ちょっとだけ！ちょっとだけだからさぁ,,,L,normal,talk,,37,
46,sara,だめ。執務中だから。,,,R,confuse,talk,,10,
47,orend,ええええー！ちょおおっとだけえ！ちょっとだけだからー！,,,L,normal,talk,,27,
48,sara,だめ。,,,R,confuse,talk,,3,
49,orend,いいじゃん！,,,L,normal,talk,,6,
50,sara,うざい。,,,R,confuse,talk,,4,
51,orend,うざくない。,,,L,normal,talk,,6,
52,sara,むり。,,,R,confuse,talk,,3,
53,orend,むりじゃない！,,,L,normal,talk,,7,
54,sara,私あんたのこと嫌いだから帰って。,,,R,confuse,talk,,16,
55,orend,はっはっは！俺は大好き！,,,L,smile,talk,,12,
56,sara,・・・はぁ...5分だけよ。,,,R,confuse,talk,,14,
57,orend,おっしゃー！サンキューなー！,,,L,smile,talk,,14,
58,sara,で、要件はなんですか？,,,R,normal,talk,,11,
59,orend,っはっはっはー！何ってわかってるだろー！水臭いなあ！,,,L,smile,talk,,26,
60,sara,ふん、結婚のことですか？,,,R,normal,talk,,12,
61,orend,そーそー！サラァ。結婚おめでとうなー！おめでとー！！,,,L,smile,talk,,26,
62,sara,ありがとう。で、要件はおわり？,,,R,normal,talk,,15,
63,orend,いやいやいや冷たくない！？もっと親切にしてくれよー！フレンドだろー！フレンドー！,,,L,cry,talk,,40,
64,sara,冷たくないわよ。執務中だから。,,,R,confuse,talk,,15,
65,orend,はっはっはー！いやー！サラとはもうずいぶん長いなぁと思ってさ。,,,L,smile,talk,,31,
66,orend,他の幹部とも勿論なんだけど、サラがいっちばん、一緒にいる気がするんだよなー！,,,L,smile,talk,,,
67,sara,そう。,,,R,normal,talk,,3,
68,orend,でな！そんな親しいフレンドの結婚なのに、世の中は戦争、戦争！,,,L,normal,talk,,30,
69,orend,なーんか俺としてはこう言う時くらい、ハッピーなムードになって欲しいのになぁーって,,,L,normal,talk,,,
70,sara,今はそういう時代じゃありませんから。,,,R,normal,talk,,18,
71,orend,まぁまぁ！俺もそんなことぐらいわかってますよー！それでなぁ俺なりにたっぷり考えて、サラにプレゼントしようと思ってな！,,,L,normal,talk,,58,
72,sara,ありがとう。気持ちだけでも受け取っておくわ。,,,R,normal,talk,,22,
73,orend,おおよ！じゃあプレゼントはここで俺が代わりに開けてあげよう。,,,L,normal,talk,,30,
74,,ーーサラは筆を置いて、オレンドを見る,,,,,,,18,
75,sara,・・・はあ、もう！！で何なのよ。どうせ、昨夜から急いで何か用意したんでしょ。,,,R,confuse,talk,,38,
76,sara,あなた、昨日も戦地だったじゃない。この時間にここにいることの方がおかしいわ。,,,R,confuse,talk,,,
77,orend,あら、バレた。いやいや！ここまでくるのは大変だったぜ！いっそいで来たんだから！,,,L,smile,talk,,39,
78,orend,...でな、これが俺の...プレゼントさぁぁぁぁ！！,,,L,smile,talk,,,
